"","light_phase","network","block","treatment","day","time","location","focal_individual","behaviour","social_partner","partner_response","notes","patch_partner"
"757","dark",1,1,"twelve",5,"9:38 AM","10","T","moved within shelter","unknown",NA,"now in contact ",NA
"758","dark",1,1,"twelve",5,"9:39 AM","10","T","moved within shelter","unknown","N/a","no longer in contact ",NA
"759","dark",1,1,"twelve",5,"9:42 AM","10","X","moved within shelter","unknown","N/a ","",NA
"760","dark",1,1,"twelve",5,"9:45 AM","10","W","shaking","unknown","","",NA
"761","dark",1,1,"twelve",5,"9:49 AM","10","T","shaking ","unknown","","",NA
"762","dark",1,1,"twelve",5,"10:02 AM","10","D","exit ","unknown",NA,"",NA
"763","dark",1,1,"twelve",5,"10:22 AM","1","P","exit ","unknown","","",NA
"764","dark",1,1,"twelve",5,"10:22 AM","12","S","moved within shelter","unknown",NA,"",NA
"765","dark",1,1,"twelve",5,"10:24 AM","12","S","shaking","unknown","","",NA
"766","dark",1,1,"twelve",5,"10:27 AM","10","P","enter","unknown","","",NA
"767","dark",1,1,"twelve",5,"10:30 AM","10","P","moved within shelter","unknown",NA,"now in contact ",NA
"768","dark",1,1,"twelve",5,"10:31 AM","10","P","moved within shelter","unknown","na","now in contact ",NA
"769","dark",1,1,"twelve",5,"10:34 AM","10","P","moved within shelter","unknown",NA,"",NA
"770","dark",1,1,"twelve",5,"10:35 AM","10","T","exit ","unknown","","",NA
"771","dark",1,1,"twelve",5,"10:35 AM","10","X","shake ","unknown","","",NA
"772","dark",1,1,"twelve",5,"10:35 AM","10","P","exit ","D",NA,"now in contact ","D"
"773","dark",1,1,"twelve",5,"10:39 AM","10","P","enter","P",NA,"","P"
"774","dark",1,1,"twelve",5,"10:41 AM","10","I","moved within shelter","X",NA,"now in contact ","X"
"775","dark",1,1,"twelve",5,"10:42 AM","10","X","moved within shelter","W",NA,"1: no longer in contact with .8","W"
"776","dark",1,1,"twelve",5,"10:50 AM","10 ","V","moved within shelter","B",NA,"no longer in contact ","B"
"777","dark",1,1,"twelve",5,"11:06 AM","11","U","moved within shelter","unknown","","no longer with .9",NA
"778","dark",1,1,"twelve",5,"11:09 AM","11","J","moved within shelter","N","Ran away and out of shelter","","N"
"779","dark",1,1,"twelve",5,"11:10 AM","11","N","exit 11","unknown","","",NA
"780","dark",1,1,"twelve",5,"11:11 AM","11","D","moved within shelter","unknown","no longer with .6","",NA
"781","dark",1,1,"twelve",5,"11:14 AM","9","N","enter 9","unknown","","",NA
"782","dark",1,1,"twelve",5,"11:15 AM","11","U","shaking","unknown","","",NA
"783","dark",1,1,"twelve",5,"11:15 AM","11","V","enter 11","unknown","","",NA
"784","dark",1,1,"twelve",5,"11:18 AM","11","V","move within shelter","unknown","","",NA
"785","dark",1,1,"twelve",5,"11:19 AM","10","G","mount","L","N/A","","L"
"786","dark",1,1,"twelve",5,"11:19 AM","10","I","mount","G","N/A","","G"
"787","dark",1,1,"twelve",5,"11:19 AM","10","I","mount","L","N/A","","L"
"788","dark",1,1,"twelve",5,"11:20 AM","10","B","mount","G","N/A","all the males piled on top of each other while female ran away","G"
"789","dark",1,1,"twelve",5,"11:20 AM","10","B","mount","L","N/A","all the males piled on top of each other while female ran away","L"
"790","dark",1,1,"twelve",5,"11:21 AM","10","G","move within shelter","unknown","N/A","these three are now away from the big aggregation",NA
"791","dark",1,1,"twelve",5,"11:22 AM","10","X","exit 10","unknown","","",NA
"792","dark",1,1,"twelve",5,"11:23 AM","11","J","mount","V","ran away","","V"
"793","dark",1,1,"twelve",5,"11:23 AM","11","J","mount","V","pressed against wall","","V"
"794","dark",1,1,"twelve",5,"11:24 AM","11","X","enter 11","unknown","","",NA
"795","dark",1,1,"twelve",5,"11:25 AM","11","X","shaking","unknown","","",NA
"796","dark",1,1,"twelve",5,"11:26 AM","11","X","exit 11","unknown","","",NA
"797","dark",1,1,"twelve",5,"11:26 AM","11","V","move within shelter","U","N/A","","U"
"798","dark",1,1,"twelve",5,"11:28 AM","9","N","exit","unknown","","",NA
"799","dark",1,1,"twelve",5,"11:29 AM","11","V","exit","unknown","","",NA
"800","dark",1,1,"twelve",5,"11:30 AM","9","X","enter ","unknown","","",NA
"801","dark",1,1,"twelve",5,"11:31 AM","9","X","shaking","unknown","","",NA
"802","dark",1,1,"twelve",5,"11:31 AM","open","P","bump","V","ran away and entered 9","","V"
"803","dark",1,1,"twelve",5,"11:32 AM","7","P","enter ","unknown","","",NA
"804","dark",1,1,"twelve",5,"11:33 AM","9","V","move within shelter","X","Ran away and out of shelter","","X"
"805","dark",1,1,"twelve",5,"11:33 AM","8","Q","mount","N","ran away","1. was gonna enter 8 but then didn't","N"
"806","dark",1,1,"twelve",5,"11:34 AM","8","Q","exit ","unknown","","",NA
"807","dark",1,1,"twelve",5,"11:34 AM","7","P","shaking","unknown","","",NA
"808","dark",1,1,"twelve",5,"11:35 AM","9","V","exit 9","unknown","","",NA
"809","dark",1,1,"twelve",5,"11:35 AM","7","L","mating","P","tried to run and pin against wall","exited 7 while :1 was on her","P"
"810","dark",1,1,"twelve",5,"11:36 AM","10","V","enter 10","unknown","","",NA
"811","dark",1,1,"twelve",5,"11:37 AM","3","X","enter 3","unknown","","",NA
"812","dark",1,1,"twelve",5,"11:37 AM","10","V","shaking","unknown","","",NA
"813","dark",1,1,"twelve",5,"11:39 AM","10","B","mount","M","pinned against wall","","M"
"814","dark",1,1,"twelve",5,"11:39 AM","7","L","enter ","unknown","","",NA
"815","dark",1,1,"twelve",5,"11:41 AM","10","M","shaking","unknown","","",NA
"816","dark",1,1,"twelve",5,"11:41 AM","10","I","mount","V","ran away","","V"
"817","dark",1,1,"twelve",5,"11:42 AM","10","B","mount","G","N/A",".1 stopped shortly","G"
"818","dark",1,1,"twelve",5,"11:42 AM","10","V","exit 10","unknown","","",NA
"819","dark",1,1,"twelve",5,"11:43 AM","12","S","shaking","unknown","","moved away from :0 a little",NA
"820","dark",1,1,"twelve",5,"11:43 AM","10","G","mount","B","N/A",".6 stopped shortly","B"
"821","dark",1,1,"twelve",5,"11:44 AM","3","X","shaking","unknown","","",NA
"822","dark",1,1,"twelve",5,"11:44 AM","10","W","shaking","unknown","","",NA
"823","dark",1,1,"twelve",5,"12:03 PM","8","E","mount","M","ran away","0. was going to enter 8 but ran away","M"
"824","dark",1,1,"twelve",5,"12:06 PM","10","X","enter","unknown","","",NA
"825","dark",1,1,"twelve",5,"12:06 PM","10","D","mount","X","ran away","","X"
"826","dark",1,1,"twelve",5,"12:09 PM","10","D","mount","B","N/A","","B"
"827","dark",1,1,"twelve",5,"12:10 PM","8","N","enter ","unknown","","",NA
"828","dark",1,1,"twelve",5,"12:10 PM","8","A","mating","N","walked around, ran out of shelter","","N"
"829","dark",1,1,"twelve",5,"12:12 PM","8","C","mount","A","N/A","Mounted while .0 mating with 1.","A"
"830","dark",1,1,"twelve",5,"12:12 PM","8","H","mount","A","N/A","Mounted while .0 mating with 1.","A"
"831","dark",1,1,"twelve",5,"12:13 PM","outside 8","E","mating","M","walking around","","M"
"832","dark",1,1,"twelve",5,"12:14 PM","outside 8","H","mount","M","walking around","Mounted to 0. while .4 was mating with her","M"
"833","dark",1,1,"twelve",5,"12:14 PM","outside 8","H","mating","M","Entered shelter1","Displaced .4","M"
"834","dark",1,1,"twelve",5,"12:17 PM","1","M","exit 1","unknown","","",NA
"835","dark",1,1,"twelve",5,"12:17 PM","9","E","enter 9","unknown","","",NA
"836","dark",1,1,"twelve",5,"12:18 PM","8","A","Enter 7","unknown","","",NA
"837","dark",1,1,"twelve",5,"12:20 PM","10","B","mount","G","N/A","stopped shortly","G"
"838","dark",1,1,"twelve",5,"12:27 PM","open","X","bump","P","ran away","","P"
"839","dark",1,1,"twelve",5,"12:29 PM","10","V","exit 10","unknown","","",NA
"840","dark",1,1,"twelve",5,"12:30 PM","open","M","bump","P","ran away","","P"
"841","dark",1,1,"twelve",5,"12:31 PM","open","N","bump","V","ran away","","V"
"842","dark",1,1,"twelve",5,"12:32 PM","open","J","mount","V","N/A","stopped shortly","V"
"843","dark",1,1,"twelve",5,"12:33 PM","open","V","bump","P","ran away","","P"
"844","dark",1,1,"twelve",5,"12:33 PM","10","I","mount","W","pinned against wall","right side of body pressed firmly to wall","W"
"845","dark",1,1,"twelve",5,"12:38 PM","1","H","enter 1","unknown","","",NA
"846","dark",1,1,"twelve",5,"12:38 PM","6","X","enter 6","unknown","","",NA
"847","dark",1,1,"twelve",5,"12:38 PM","2","M","shaking","unknown","","",NA
"848","dark",1,1,"twelve",5,"12:39 PM","6","X","exit 6","unknown","","",NA
"849","dark",1,1,"twelve",5,"12:40 PM","10","B","mating","W","walking around","","W"
"850","dark",1,1,"twelve",5,"12:43 PM","2","M","move within shelter","F","N/A","","F"
"851","dark",1,1,"twelve",5,"12:43 PM","2","F","mount","M","Ran away and out of shelter","","M"
"852","dark",1,1,"twelve",5,"12:43 PM","10","I","exit shelter","unknown","","",NA
"853","dark",1,1,"twelve",5,"12:44 PM","10","G","mount","K","curled and pinned against the wall","","K"
"854","dark",1,1,"twelve",5,"12:45 PM","open","V","bump","M","ran away","","M"
"855","dark",1,1,"twelve",5,"12:50 PM","10","M","enter 10","D","N/A","","D"
"856","dark",1,1,"twelve",5,"1:01 PM","8","E","enter 8","unknown","","",NA
"857","dark",1,1,"twelve",5,"1:01 PM","8","E","mount","C","","","C"
"858","dark",1,1,"twelve",5,"1:01 PM","8","C","mount","E","","","E"
"859","dark",1,1,"twelve",5,"1:06 PM","Feeder","N","Approach feeder","unknown","","Never made it to middle",NA
"860","dark",1,1,"twelve",5,"1:06 PM","Feeder","N","feeding","unknown","","",NA
"861","dark",1,1,"twelve",5,"1:07 PM","10","G","mating","W","Walking around","","W"
"862","dark",1,1,"twelve",5,"1:07 PM","10","B","mount","W","N/A","Tried mounting 0: while .6 was mating with her","W"
"863","dark",1,1,"twelve",5,"1:08 PM","Feeder","P","Attempt feeding","unknown","","",NA
"864","dark",1,1,"twelve",5,"1:09 PM","Open","F","mount","J","N/A","Ended shortly","J"
"865","dark",1,1,"twelve",5,"1:09 PM","Feeder","X","feeding","unknown","","",NA
"866","dark",1,1,"twelve",5,"1:10 PM","Feeder","V","Attempt feeding","unknown","","Ran away ",NA
"867","dark",1,1,"twelve",5,"1:12 PM","Open","I","mount","F","N/A","","F"
"868","dark",1,1,"twelve",5,"1:13 PM","Feeder","V","Attempt feeding","unknown","","",NA
"869","dark",1,1,"twelve",5,"1:13 PM","Feeder","V","Bump","X","Ran away","Both ran away","X"
"870","dark",1,1,"twelve",5,"1:15 PM","7","X","Enter ","unknown","","",NA
"871","dark",1,1,"twelve",5,"1:16 PM","Feeder","E","feeding","unknown","","",NA
"872","dark",1,1,"twelve",5,"1:18 PM","8","N","Enter","unknown","","",NA
"873","dark",1,1,"twelve",5,"1:18 PM","8","C","mating","N","N/A","","N"
"874","dark",1,1,"twelve",5,"1:20 PM","Feeder","W","feeding","unknown","","",NA
"875","dark",1,1,"twelve",5,"1:21 PM","Feeder","V","Attempt feeding","unknown","","",NA
"876","dark",1,1,"twelve",5,"1:22 PM","Outside 11","B","mount","B","N/A","quickly got off","B"
"877","dark",1,1,"twelve",5,"1:25 PM","Feeder","V","Attempt feeding","unknown","","",NA
"878","dark",1,1,"twelve",5,"1:34 PM","2","F","mount","W","Run around","","W"
"879","dark",1,1,"twelve",5,"1:35 PM","Feeder","P","feeding","unknown","","",NA
"880","dark",1,1,"twelve",5,"1:36 PM","2","F","mount","W","N/A","","W"
"881","dark",1,1,"twelve",5,"1:36 PM","7","A","mount","X","Ran away and out of shelter","","X"
"882","dark",1,1,"twelve",5,"1:39 PM","open","I","mount","V","Ran away","","V"
"883","dark",1,1,"twelve",5,"1:39 PM","Open","F","mating","P","","","P"
"884","dark",1,1,"twelve",5,"1:40 PM","Feeder","D","feeding","unknown","","",NA
"885","dark",1,1,"twelve",5,"1:40 PM","12","X","Enter 12","K","","","K"
"886","dark",1,1,"twelve",5,"1:41 PM","Feeder","F","Attempt feeding","unknown","Ran away before reaching middle","",NA
"887","dark",1,1,"twelve",5,"1:43 PM","3","D","Enter 3","unknown","","",NA
"888","dark",1,1,"twelve",5,"1:43 PM","Feeder","T","Attempt feeding","unknown","","",NA
"889","dark",1,1,"twelve",5,"1:46 PM","Feeder","V","feeding","unknown","","I accidentally kicked the table and may have prematurely ended this",NA
"890","dark",1,1,"twelve",5,"1:46 PM","open","A","mating","T","Staying still","I accidentally kicked the table and may have prematurely ended this","T"
"891","dark",1,1,"twelve",5,"1:48 PM","Open","I","mount","V","Staying still","Got off quickly","V"
"892","dark",1,1,"twelve",5,"1:50 PM","2","D","Enter","unknown","","",NA
"893","dark",1,1,"twelve",5,"1:50 PM","2","D","mount","M","Ran out of shelter","Trying to mate but seems like he's to big to get under her","M"
"894","dark",1,1,"twelve",5,"1:52 PM","Outside 11","H","mount","I","N/A","Ended shortly","I"
"895","dark",1,1,"twelve",5,"1:56 PM","Outside 7","F","mating","V","Walking around","","V"
"896","dark",1,1,"twelve",5,"1:58 PM","Feeder","M","feeding","unknown","","",NA
"897","dark",1,1,"twelve",5,"2:04 PM","2","D","mount","W","N/A","stopped shortly","W"
"898","dark",1,1,"twelve",5,"2:11 PM","Feeder","I","Approach feeder","unknown","","",NA
"899","dark",1,1,"twelve",5,"2:14 PM","2","D","mount","M","Ran away","","M"
"900","dark",1,1,"twelve",5,"2:16 PM","2","D","mount","M","Run around","Looks like .3 can't get under her","M"
"901","dark",1,1,"twelve",5,"2:20 PM","2","X","Exit","unknown","","",NA
"902","dark",1,1,"twelve",5,"2:20 PM","3","X","Enter","unknown","","",NA
"903","dark",1,1,"twelve",5,"2:20 PM","3","X","Exit","T","","Was touched by 7. and ran away","T"
"904","dark",1,1,"twelve",5,"2:25 PM","Feeder","T","feeding","unknown","","",NA
"905","dark",1,1,"twelve",5,"2:29 PM","2","D","mount","X","Ran away and left shelter","","X"
"906","dark",1,1,"twelve",5,"2:33 PM","Outside 11","J","mount","X","Ran away","","X"
"907","dark",1,1,"twelve",5,"2:34 PM","10","P","Shaking","unknown","","",NA
"908","dark",1,1,"twelve",5,"2:43 PM","Feeder","V","Attempt feeding","unknown","","",NA
"909","dark",1,1,"twelve",5,"3:06 PM","12","A","Exit 12","unknown","","",NA
"910","dark",1,1,"twelve",5,"3:06 PM","11","V","Exit 11","unknown","","",NA
"911","dark",1,1,"twelve",5,"3:08 PM","12","S","move within shelter","unknown","N/A","",NA
"912","dark",1,1,"twelve",5,"3:09 PM","1","A","Enter 1","unknown","","",NA
"913","dark",1,1,"twelve",5,"3:11 PM","1","A","Exit 1","unknown","","",NA
"914","dark",1,1,"twelve",5,"3:13 PM","6","W","Enter","unknown","","",NA
"915","dark",1,1,"twelve",5,"3:14 PM","7","X","Enter","T","","","T"
"916","dark",1,1,"twelve",5,"3:15 PM","7","A","Enter","unknown","","",NA
"917","dark",1,1,"twelve",5,"3:15 PM","7","T","Exit","unknown","","",NA
"918","dark",1,1,"twelve",5,"3:16 PM","4","F","mount","W","Ran away and into shelter 5","","W"
"919","dark",1,1,"twelve",5,"3:17 PM","3","D","Exit 3","unknown","","",NA
"920","dark",1,1,"twelve",5,"3:17 PM","4","D","Enter","unknown","","",NA
"921","dark",1,1,"twelve",5,"3:18 PM","6","W","Exit","unknown","","",NA
"922","dark",1,1,"twelve",5,"3:18 PM","8","W","Enter 8","C","","","C"
"923","dark",1,1,"twelve",5,"3:20 PM","9","V","Enter 9","unknown","","",NA
"924","dark",1,1,"twelve",5,"3:20 PM","8","T","Enter 8","unknown","","",NA
"925","dark",1,1,"twelve",5,"3:23 PM","6","O","Exit 6","unknown","","",NA
"926","dark",1,1,"twelve",5,"3:23 PM","4","O","Enter 4","unknown","","",NA
"927","dark",1,1,"twelve",5,"3:27 PM","7","X","Exit 7","unknown","","",NA
"928","dark",1,1,"twelve",5,"3:28 PM","Outside 4","F","mount","X","N/A","","X"
"929","dark",1,1,"twelve",5,"3:29 PM","4","O","Exit 4","unknown","","",NA
"930","dark",1,1,"twelve",5,"3:30 PM","4","X","Exit 4","unknown","","",NA
"931","dark",1,1,"twelve",5,"3:31 PM","4","F","Exit 4","unknown","","",NA
"932","dark",1,1,"twelve",5,"3:32 PM","10","F","Enter 10","unknown","","",NA
"933","dark",1,1,"twelve",5,"3:32 PM","10","J","mount","F","N/A","Ended shortly","F"
"934","dark",1,1,"twelve",5,"3:33 PM","5","I","Exit 5","unknown","","",NA
"935","dark",1,1,"twelve",5,"3:33 PM","2","I","Enter 2","unknown","","",NA
"936","dark",1,1,"twelve",5,"3:35 PM","12","J","Enter 12","unknown","","",NA
"937","dark",1,1,"twelve",5,"3:35 PM","12","J","mount","K","N/A","Ended shortly","K"
"938","dark",1,1,"twelve",5,"3:37 PM","Outside 12","J","mount","X","Ran away",".9 re-entered 12","X"
"939","dark",1,1,"twelve",5,"3:40 PM","8","V","Enter 8","T","Left shelter","","T"
"940","dark",1,1,"twelve",5,"3:40 PM","3","D","Enter 3","unknown","","",NA
"941","dark",1,1,"twelve",5,"3:44 PM","open","T","bump","X","Run around","","X"
"942","dark",1,1,"twelve",5,"3:46 PM","10","J","enter 10","G","","","G"
"943","dark",1,1,"twelve",5,"3:47 PM","9","O","Enter 9","unknown","","",NA
"944","dark",1,1,"twelve",5,"3:48 PM","7","V","Enter 7","unknown","","",NA
"945","dark",1,1,"twelve",5,"3:48 PM","8","W","enter 8","unknown","","",NA
"946","dark",1,1,"twelve",5,"3:48 PM","8","C","mating","W","walking around","","W"
"947","dark",1,1,"twelve",5,"3:49 PM","11","B","mating","T","N/A","","T"
"948","dark",1,1,"twelve",5,"4:02 PM","10","H","mating","T","N/A","","T"
"949","dark",1,1,"twelve",5,"4:04 PM","7","P","enter 7","unknown","","",NA
"950","dark",1,1,"twelve",5,"4:05 PM","4","D","exit","unknown","","No longer with 1:",NA
"951","dark",1,1,"twelve",5,"4:06 PM","3","D","enter 3","I","N/A","","I"
"952","dark",1,1,"twelve",5,"4:07 PM","7","P","Exit 7","unknown","","",NA
"953","dark",1,1,"twelve",5,"4:07 PM","9","P","Enter 9","unknown","","",NA
"954","dark",1,1,"twelve",5,"4:13 PM","10","J","mount","T","Ran away and out of shelter","","T"
"955","dark",1,1,"twelve",5,"4:14 PM","7","T","enter 7","V","N/A","","V"
"956","dark",1,1,"twelve",5,"4:15 PM","7","T","Exit 7","unknown","","",NA
"957","dark",1,1,"twelve",5,"4:16 PM","7","T","Enter 7","unknown","","",NA
"958","dark",1,1,"twelve",5,"4:16 PM","10","J","Exit 10","unknown","","",NA
"959","dark",1,1,"twelve",5,"4:17 PM","10","J","Enter 10","G","","","G"
"960","dark",1,1,"twelve",5,"4:18 PM","7","T","Exit 7","unknown","","",NA
"961","dark",1,1,"twelve",5,"4:21 PM","7","T","Enter 7","V","","","V"
"962","dark",1,1,"twelve",5,"4:23 PM","7","T","Exit 7","unknown","","",NA
"963","dark",1,1,"twelve",5,"4:24 PM","8","T","Enter 8","unknown","","",NA
"964","dark",1,1,"twelve",5,"4:25 PM","8","T","Exit 8","unknown","","",NA
"965","dark",1,1,"twelve",5,"4:25 PM","7","T","Enter 7","L","","","L"
"966","dark",1,1,"twelve",5,"4:26 PM","7","T","Exit 7","unknown","","",NA
"967","dark",1,1,"twelve",5,"4:28 PM","Outside 2","D","mating","W","Ran away after","","W"
"968","dark",1,1,"twelve",5,"4:29 PM","8","T","Enter 8","C","","","C"
"969","dark",1,1,"twelve",5,"4:30 PM","3","W","Enter 3","X","","","X"
"970","dark",1,1,"twelve",5,"4:31 PM","4","T","Enter 4","unknown","","",NA
"971","dark",1,1,"twelve",5,"4:31 PM","4","T","Exit 4","unknown","","",NA
"972","dark",1,1,"twelve",5,"4:31 PM","3","W","Exit 3","unknown","","",NA
"973","dark",1,1,"twelve",5,"4:32 PM","3","W","Enter 3","I","","","I"
"974","dark",1,1,"twelve",5,"4:33 PM","4","T","Enter 4","unknown","","",NA
"975","dark",1,1,"twelve",5,"4:33 PM","4","T","Exit 4","unknown","","",NA
"976","dark",1,1,"twelve",5,"4:35 PM","3","W","Exit 3","unknown","","",NA
"977","dark",1,1,"twelve",5,"4:37 PM","10","W","Enter 10","G","","","G"
"978","dark",1,1,"twelve",5,"4:37 PM","2","D","Exit 2","unknown","","",NA
"979","dark",1,1,"twelve",5,"4:38 PM","11","D","Enter 11","unknown","","",NA
"980","dark",1,1,"twelve",5,"4:40 PM","6","T","Enter 6","unknown","","",NA
"981","dark",1,1,"twelve",5,"4:41 PM","6","T","Exit 6","unknown","","",NA
"982","dark",1,1,"twelve",5,"4:41 PPM","11","D","Exit 11","unknown","","",NA
"983","dark",1,1,"twelve",5,"4:42 PM","11","D","Enter 11","unknown","","",NA
"984","dark",1,1,"twelve",5,"4:42 PM","2","T","Enter 2","unknown","","",NA
"985","dark",1,1,"twelve",5,"4:44 PM","10","G","mount","W","firmly pressed against wall","","W"
"986","dark",1,1,"twelve",6,"9:27 AM","11","U","shaking","unknown","","",NA
"987","dark",1,1,"twelve",6,"9:48 AM","7","A","mating","V","ran away",".0 stayed on top after, 9. got away after","V"
"988","dark",1,1,"twelve",6,"10:06 AM","7","V","enter","unknown","","",NA
"989","dark",1,1,"twelve",6,"10:07 AM","10","D","moved within shelter","B","N/A","","B"
"990","dark",1,1,"twelve",6,"10:11 AM","10","D","moved within shelter","T","N/A","","T"
"991","dark",1,1,"twelve",6,"10:13 AM","10","D","moved within shelter","unknown","N/A","",NA
"992","dark",1,1,"twelve",6,"10:15 AM","7","V","exit","unknown","","",NA
"993","dark",1,1,"twelve",6,"10:15 AM","12","K","moved within shelter","M","N/A",":0 moved away from 0.","M"
"994","dark",1,1,"twelve",6,"10:18 AM","10","T","shaking","unknown","","",NA
"995","dark",1,1,"twelve",6,"10:20 AM","1","H","moved within shelter","E","N/A",".7 stayed on top of .4","E"
"996","dark",1,1,"twelve",6,"10:22 AM","12","M","moved within shelter","S","6. moved away","","S"
"997","dark",1,1,"twelve",6,"10:23 AM","10","B","mating","T","7. ran into wall","","T"
"998","dark",1,1,"twelve",6,"10:26 AM","10","T","shaking","unknown","","",NA
"999","dark",1,1,"twelve",6,"10:28 AM","9","V","enter","unknown","","",NA
"1000","dark",1,1,"twelve",6,"10:30 AM","9","V","exit","unknown","","",NA
"1001","dark",1,1,"twelve",6,"10:31 AM","10","B","mount","T","N/A","","T"
"1002","dark",1,1,"twelve",6,"10:32 AM","10","B","mount","D","N/A","","D"
"1003","dark",1,1,"twelve",6,"10:32 AM","9","V","exit","unknown","","",NA
"1004","dark",1,1,"twelve",6,"10:36 AM","10","T","moved within shelter and bumped","B","N/A","7. bumped into .1 but moved to be isolated","B"
"1005","dark",1,1,"twelve",6,"10:37 AM","10","T","shaking","unknown","","",NA
"1006","dark",1,1,"twelve",6,"10:39 AM","9","V","enter","unknown","","",NA
"1007","dark",1,1,"twelve",6,"10:40 AM","9","V","shaking","unknown","","",NA
"1008","dark",1,1,"twelve",6,"10:41 AM","9","V","exit","unknown","","",NA
"1009","dark",1,1,"twelve",6,"10:41 AM","11","J","mount","O","2. ran away","","O"
"1010","dark",1,1,"twelve",6,"10:41 AM","11","J","mount","U","8. pushed their back into wall","","U"
"1011","dark",1,1,"twelve",6,"10:45 AM","11","J","mount","U","N/A","","U"
"1012","dark",1,1,"twelve",6,"10:46 AM","11","J","mating","U","N/A","8. bumped .9 before .9 jumped on, .9 rearranged  a few times and stayed on","U"
"1013","dark",1,1,"twelve",6,"10:49 AM","11","J","mount","U","8. pushed back into the wall","","U"
"1014","dark",1,1,"twelve",6,"11:06 AM","11","O","shaking","unknown","","",NA
"1015","dark",1,1,"twelve",6,"11:12 AM","3","X","shaking","unknown","","",NA
"1016","dark",1,1,"twelve",6,"11:21 AM","11","U","move within 11","J","N/A","","J"
"1017","dark",1,1,"twelve",6,"11:22 AM","11","J","mount","U","N/A",".9 stopped shortly","U"
"1018","dark",1,1,"twelve",6,"11:25 AM","3","X","exit 3","unknown","","",NA
"1019","dark",1,1,"twelve",6,"11:25 AM","2","X","enter 2","unknown","","",NA
"1020","dark",1,1,"twelve",6,"11:27 AM","11","U","move within 11","O","N/A","No longer with .9","O"
"1021","dark",1,1,"twelve",6,"11:31 AM","10","D","mount","B","N/A","","B"
"1022","dark",1,1,"twelve",6,"11:32 AM","10","G","mount","B","N/A","","B"
"1023","dark",1,1,"twelve",6,"11:36 AM","12","K","move within 11","unknown","N/A","no longer with .8",NA
"1024","dark",1,1,"twelve",6,"11:39 AM","12","K","mount","S","N/A","stopped quickly","S"
"1025","dark",1,1,"twelve",6,"11:40 AM","12","I","mount","K","shaking a bit","","K"
"1026","dark",1,1,"twelve",6,"11:41 AM","10","D","mount","B","N/A","","B"
"1027","dark",1,1,"twelve",6,"11:42 AM","7","P","move within 7","L","N/A","","L"
"1028","dark",1,1,"twelve",6,"12:16 PM","10","G","mount","G","N/A","","G"
"1029","dark",1,1,"twelve",6,"12:17 PM","8","V","enter 8","C","mount","","C"
"1030","dark",1,1,"twelve",6,"12:17 PM","8","C","mount","V","unknown","","V"
"1031","dark",1,1,"twelve",6,"12:18 PM","8","C","mating","V","N/A","","V"
"1032","dark",1,1,"twelve",6,"12:19 PM","8","V","exit 8","unknown","","",NA
"1033","dark",1,1,"twelve",6,"12:20 PM","12","S","shaking","unknown","","moved away from .8 a litte",NA
"1034","dark",1,1,"twelve",6,"12:22 PM","3","X","shaking","unknown","","",NA
"1035","dark",1,1,"twelve",6,"12:22 PM","10","B","move within 10","unknown","","no longer with big group",NA
"1036","dark",1,1,"twelve",6,"12:23 PM","7","V","enter 7","unknown","","",NA
"1037","dark",1,1,"twelve",6,"12:23 PM","7","L","mount","V","ran away","","V"
"1038","dark",1,1,"twelve",6,"12:24 PM","7","A","mount","V","ran away","","V"
"1039","dark",1,1,"twelve",6,"12:25 PM","2","X","exit","unknown","","",NA
"1040","dark",1,1,"twelve",6,"12:28 PM","9","X","enter","unknown","","",NA
"1041","dark",1,1,"twelve",6,"12:30 PM","9","X","exit","unknown","","",NA
"1042","dark",1,1,"twelve",6,"12:34 PM","1","X","enter","H","","","H"
"1043","dark",1,1,"twelve",6,"12:34 PM","1","H","mount","X","Ran away and left shelter 1","","X"
"1044","dark",1,1,"twelve",6,"12:37 PM","12","I","mount","S","Tried to run away","Looked like mating but .8 got off after around 10 seconds","S"
"1045","dark",1,1,"twelve",6,"12:37 PM","12","K","mount","S","N/A","tried to mount 6. while .8 was mounting her","S"
"1046","dark",1,1,"twelve",6,"12:40 PM","12","I","mount","S","pinned against wall","","S"
"1047","dark",1,1,"twelve",6,"12:41 PM","12","X","exit","unknown","","",NA
"1048","dark",1,1,"twelve",6,"12:42 PM","outside 10","B","mating","X","walking around","","X"
"1049","dark",1,1,"twelve",6,"12:42 PM","outside 10","F","mount","X","N/A","trying to mount multiple times while .1 and 1: are mating","X"
"1050","dark",1,1,"twelve",6,"12:43 PM","outside 10","F","mount","X","N/A","","X"
"1051","dark",1,1,"twelve",6,"12:43 PM","7","X","enter ","unknown","","",NA
"1052","dark",1,1,"twelve",6,"12:45 PM","10","F","mating","T","N/A","","T"
"1053","dark",1,1,"twelve",6,"12:45 PM","10","D","mount","T","N/A","trying to mount while .5 was mating with 7.","T"
"1054","dark",1,1,"twelve",6,"12:45 PM","10","D","mount","F","N/A","looked very aggressive (curled abdomen under etc)","F"
"1055","dark",1,1,"twelve",6,"12:47 PM","10","G","mount","T","pinned against wall","","T"
"1056","dark",1,1,"twelve",6,"12:47 PM","10","G","mount","D","N/A","","D"
"1057","dark",1,1,"twelve",6,"12:47 PM","11","B","enter","unknown","","",NA
"1058","dark",1,1,"twelve",6,"12:48 PM","12","S","exit","unknown","","",NA
