light_phase,network,block,treatment,day,time,location,focal_individual,behaviour,social_partner,partner_response,notes,,,,,,,,,,,
dark,4,2,two,2,12:46 PM,2,.9,mount,.6 ,na,,,,,,,,,,,,
dark,4,2,two,2,12:50 PM,2,.8,mount ,.9,na,,,,,,,,,,,,
dark,4,2,two,2,1:06 PM,1,:1,mating,7.,ran out of shelter ,,,,,,,,,,,,
dark,4,2,two,2,1:07 PM,1,.5,mount,7.,,,,,,,,,,,,,
dark,4,2,two,2,1:08 PM,1,.2,mount,.5,,,,,,,,,,,,,
dark,4,2,two,2,1:14 PM,2,:1,enter,,joined large aggregation on right,,,,,,,,,,,,
dark,4,2,two,2,1:26 PM,1,.2,mount,.5,na,,,,,,,,,,,,
dark,4,2,two,2,1:27 PM,1,.0,mount,:0,,,,,,,,,,,,,
dark,4,2,two,2,1:27 PM,1,.5,mount,.0,,,,,,,,,,,,,
dark,4,2,two,2,1:30 PM,2,2.,enter,na,hanging out in entrance,,,,,,,,,,,,
dark,4,2,two,2,1:34 PM,1,.5,mount,.2,,,,,,,,,,,,,
dark,4,2,two,2,1:34 PM,1,:0,mount,.5,,,,,,,,,,,,,
dark,4,2,two,2,1:37 PM,2,2.,exit,na,,,,,,,,,,,,,
dark,4,2,two,2,1:41 PM,1,.2,exit,na,,,,,,,,,,,,,
dark,4,2,two,2,1:41 PM,1,.2,enter,,,,,,,,,,,,,,
dark,4,2,two,2,1:42 PM,1,.5,mount,.2,,,,,,,,,,,,,
dark,4,2,two,2,1:43 PM,1,.2,mount,.0,,,,,,,,,,,,,
dark,4,2,two,2,1:43 PM,2,.4,mount,:1,,,,,,,,,,,,,
dark,4,2,two,2,1:46 PM,1,.3,enter,,,,,,,,,,,,,,
dark,4,2,two,2,1:46 PM,1,.1,mount,.3,,,,,,,,,,,,,
dark,4,2,two,2,1:46 PM,1,.2,mount,.1,,,,,,,,,,,,,
dark,4,2,two,2,1:46 PM,1,.2,mount,:0,,,,,,,,,,,,,
dark,4,2,two,2,1:46 PM,1,:0,mount,.2,,,,,,,,,,,,,
dark,4,2,two,2,1:47 PM,1,.1,exit,,,,,,,,,,,,,,
dark,4,2,two,2,1:47 PM,1,.0,mount,.3,,,,,,,,,,,,,
dark,4,2,two,2,1:48 PM,1,.0,mount,.3,,,,,,,,,,,,,
dark,4,2,two,2,1:48 PM,1,.1,enter,".3, .2",.3 left,,,,,,,,,,,,
dark,4,2,two,2,1:49 PM,1,.3,exit,,,,,,,,,,,,,,
dark,4,2,two,2,2:00 PM,2,.7,enter,,,,,,,,,,,,,,
dark,4,2,two,2,2:00 PM,2,.9,mount,.7,,,,,,,,,,,,,
dark,4,2,two,2,2:01 PM,2,.9,mount,.4,,,,,,,,,,,,,
dark,4,2,two,2,2:11 PM,2,.7,mount,.4,,,,,,,,,,,,,
dark,4,2,two,2,2:16 PM,2,:1,mount,.8,,,,,,,,,,,,,
dark,4,2,two,2,2:19 PM,2,.7,exit,,,,,,,,,,,,,,
dark,4,2,two,2,2:21 PM,open,.7,mating,8.,,,,,,,,,,,,,
dark,4,2,two,2,2:22 PM,open,.3,mount,:1,ran away ,,,,,,,,,,,,
dark,4,2,two,2,2:27 PM,open,.7,mating,2.,stayed still,,,,,,,,,,,,
dark,4,2,two,2,2:28 PM,2,.3,enter,.3,,a ton of males all piled on him,,,,,,,,,,,
dark,4,2,two,2,2:28 PM,2,.8,mount,.3,,,,,,,,,,,,,
dark,4,2,two,2,2:28 PM,2,.7,mount,.3,,,,,,,,,,,,,
dark,4,2,two,2,2:28 PM,2,.4,mount,.3,,,,,,,,,,,,,
dark,4,2,two,2,2:28 PM,2,.8,mount,.3,,,,,,,,,,,,,
dark,4,2,two,2,2:29 PM,2,.6,mount,.3,,,,,,,,,,,,,
dark,4,2,two,2,2:34 PM,2,.3,exit,,,,,,,,,,,,,,
dark,4,2,two,2,2:35 PM,open,.7,mating,1:,running around,,,,,,,,,,,,
dark,4,2,two,2,2:41 PM,open,.1,mount,2.,ran away ,,,,,,,,,,,,
dark,4,2,two,2,2:43 PM,1,.2,enter,,,,,,,,,,,,,,
dark,4,2,two,2,2:43 PM,open,.1,mount,1:,ran away ,,,,,,,,,,,,
dark,4,2,two,2,2:44 PM,2,.8,mount,.6,,,,,,,,,,,,,
dark,4,2,two,2,3:03 PM,open,.2,mount,1:,walking around,,,,,,,,,,,,
dark,4,2,two,2,3:04 PM,open,.1,mount,1:,"walking around, running away",,,,,,,,,,,,
dark,4,2,two,2,3:05 PM,open,.1,mount,1:,ran away ,,,,,,,,,,,,
dark,4,2,two,2,3:06 PM,2,.4,mount,6.,,,,,,,,,,,,,
dark,4,2,two,2,3:13 PM,2,6.,exit,,,,,,,,,,,,,,
dark,4,2,two,2,3:22 PM,2,.8,mount,.4,,,,,,,,,,,,,
dark,4,2,two,2,3:27 PM,2,.4,mount,:1,ran away ,,,,,,,,,,,,
dark,4,2,two,2,3:31 PM,open,.7,mount,:1,ran away ,,,,,,,,,,,,
dark,4,2,two,2,3:33 PM,open,.7,mount,8.,,,,,,,,,,,,,
dark,4,2,two,2,3:41 PM,open,.1,mount,2.,stayed still,,,,,,,,,,,,
dark,4,2,two,2,3:48 PM,open,.1,mount,7.,curled body? Then walked away,,,,,,,,,,,,
dark,4,2,two,2,3:49 PM,open,.1,mount,2.,ran away ,,,,,,,,,,,,
dark,4,2,two,2,3:49 PM,open,.1,nount,8.,ran away ,,,,,,,,,,,,
dark,4,2,two,2,4:14 PM,1,:0,mount,.0,,,,,,,,,,,,,
dark,4,2,two,2,4:32 PM,1,5.,enter,,,,,,,,,,,,,,
dark,4,2,two,2,4:39 PM,1,8.,enter,,,,,,,,,,,,,,
dark,4,2,two,2,4:41 PM,1,8.,exit,,,,,,,,,,,,,,
dark,4,2,two,2,4:41 PM,2,8.,enter,,,,,,,,,,,,,,
dark,4,2,two,2,4:42 PM,2,8.,exit,,,,,,,,,,,,,,
dark,4,2,two,2,4:50 PM,1,6.,enter,,,,,,,,,,,,,,
dark,4,2,two,3,9:18 AM,2,8.,move in shelter,.6,na,no longer in contact,,,,,,,,,,,
dark,4,2,two,3,9:27 AM,2,8. ,exit ,na,na,,,,,,,,,,,,
dark,4,2,two,3,9:29 AM,2,8. ,enter ,na,,,,,,,,,,,,,
dark,4,2,two,3,9:29 AM,2,.7,mating,1. ,moved around shelter,,,,,,,,,,,,
dark,4,2,two,3,9:30 AM,2,.6,mount,8.,ran away ,,,,,,,,,,,,
dark,4,2,two,3,9:31 AM,2,"7.,.1,5.",exit ,na,,all ran out together ,,,,,,,,,,,
dark,4,2,two,3,9:34 AM,1,.2,mount,.3,na,dismounted but stayed together ,,,,,,,,,,,
dark,4,2,two,3,9:36 AM,2,8.,exit ,na,,,,,,,,,,,,,
dark,4,2,two,3,9:36 AM,open ,8. ,bump,5.,ran away in opposite direction of 8. ,,,,,,,,,,,,
dark,4,2,two,3,9:50 AM,1,",2",mount,.3,moved away ,,,,,,,,,,,,
dark,4,2,two,3,10:10 AM,2,:1,mount,.6,na,,,,,,,,,,,,
dark,4,2,two,3,10:11 AM,2,.7,mount,:1,moved away ,,,,,,,,,,,,
dark,4,2,two,3,10:22 AM,1,:0,move in shelter,".0,5.",na,now all in contact ,,,,,,,,,,,
dark,4,2,two,3,10:24 AM,open ,.1,mount,5.,ran away ,,,,,,,,,,,,
dark,4,2,two,3,10:26 AM,2,.6,mount,3.,na,,,,,,,,,,,,
dark,4,2,two,3,10:26 AM,2`,:1,mount ,6.,move away,,,,,,,,,,,,
dark,4,2,two,3,10:27 AM,2,:1,exit ,na,,,,,,,,,,,,,
dark,4,2,two,3,10:27 AM,2,.4,mount,:1,na,now in contact ,,,,,,,,,,,
dark,4,2,two,3,10:29 AM,2,:1,enter ,na,,,,,,,,,,,,,
dark,4,2,two,3,10:31 AM,2,:1,mount,.4,na,left shelter to mount .4 who was near the entrance,,,,,,,,,,,
dark,4,2,two,3,10:36 AM,2,1:,bump,8.,ran away in opposite direction of 1: ,,,,,,,,,,,,
dark,4,2,two,3,10:38 AM,2,.1,mount,5. ,na,now in contact ,,,,,,,,,,,
dark,4,2,two,3,10:41 AM,2,.8,mount,.7,moved away ,,,,,,,,,,,,
dark,4,2,two,3,10:41 AM,open ,.1,mount,1: ,na ,,,,,,,,,,,,
dark,4,2,two,3,10:50 AM,open ,.4,mount,:1,moved into shelter 2,,,,,,,,,,,,
dark,4,2,two,3,11:13 AM,open ,.4,mating,8.,tried to move with .4 on her back ,Stayed on top of her as she ran for over a minute ,,,,,,,,,,,
dark,4,2,two,3,11:23 AM,2,.0 ,move in shelter,.5,,now in contact ,,,,,,,,,,,
dark,4,2,two,3,11:27 AM,2,:1,enter ,na,,,,,,,,,,,,,
dark,4,2,two,3,11:28 AM,open ,.4,mount,5. ,noved away,,,,,,,,,,,,
dark,4,2,two,3,11:29 AM,open ,5. ,bupm,1: ,ran away in opp directions ,,,,,,,,,,,,
dark,4,2,two,3,11:30 AM,open ,.1,mating,7. ,ran away . But male stayed on her back ,,,,,,,,,,,,
dark,4,2,two,3,11:31 AM,open ,.4 ,mount ,5. ,ran away ,,,,,,,,,,,,
dark,4,2,two,3,11:32 AM,1,.0,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,11:34 AM,open ,1:,bump ,.1,.1 tried to mount but she evaded him ,,,,,,,,,,,,
dark,4,2,two,3,11:36 AM,open ,.4,mating,5.,tried to move but was trapped against glass ,.4 stayed on top as she tried to move for around 5 minutes ,,,,,,,,,,,
dark,4,2,two,3,11:37 AM,open ,.3,mount,8. ,moved away ,,,,,,,,,,,,
dark,4,2,two,3,11:44 AM,open ,7. ,bump,1:,ran away from eachother ,,,,,,,,,,,,
dark,4,2,two,3,12:01 PM,open ,.4,mating,8. ,"tried to move, male clung on ",,,,,,,,,,,,
dark,4,2,two,3,12:02 PM,open ,:1,mount,.4,na,stayed together ,,,,,,,,,,,
dark,4,2,two,3,12:17 PM,open ,.4,mount,7. ,tried to run but male hung on ,,,,,,,,,,,,
dark,4,2,two,3,12:20 PM,open ,7.,bump ,7. ,ran way ,,,,,,,,,,,,
dark,4,2,two,3,12:21 PM,open ,.4,mating,1. ,tried to run but male hung on ,,,,,,,,,,,,
dark,4,2,two,3,12:23 PM,open ,:1,mount,.4,.4 was still on top of 1. ,.4 held on ,,,,,,,,,,,
dark,4,2,two,3,12:24 PM,open ,:1,mount,1:,moved away ,,,,,,,,,,,,
dark,4,2,two,3,12:26 PM,open ,:1,mount,.3,na,,,,,,,,,,,,
dark,4,2,two,3,12:28 PM,.open ,.1,mount,8. ,tried to move,,,,,,,,,,,,
dark,4,2,two,3,12:29 PM,open ,:1,mount,.1,na ,,,,,,,,,,,,
dark,4,2,two,3,12:30 PM,1,.0,move in shelter,2.,na,now ogether ,,,,,,,,,,,
dark,4,2,two,3,12:32 PM,open ,:1,mount,.4,na,,,,,,,,,,,,
dark,4,2,two,3,12:36 PM,open ,:1,mount,.4,na,,,,,,,,,,,,
dark,4,2,two,3,12:39 PM,open ,:1,mount,.3,move away ,,,,,,,,,,,,
dark,4,2,two,3,12:42 PM,open ,:1,mating,7.,tried to run away but :1 held on ,,,,,,,,,,,,
dark,4,2,two,3,12:43 PM,1,.2,mount,.5,movd away ,,,,,,,,,,,,
dark,4,2,two,3,12:48 PM,1,.2,mount,.5,na ,,,,,,,,,,,,
dark,4,2,two,3,12:49 PM,2,.8,mount,.7,.7 shook hiim off ,,,,,,,,,,,,
dark,4,2,two,3,1:02 PM,1,5.,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,1:02 PM,1,:0,mount,5.,ran away and left shelter,,,,,,,,,,,,
dark,4,2,two,3,1:02 PM,1,5.,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,1:03 PM,2,.9,mount,.6,na,,,,,,,,,,,,
dark,4,2,two,3,1:04 PM,2,.6,mount,.8,,,,,,,,,,,,,
dark,4,2,two,3,1:06 PM,feeder,7.,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:06 PM,feeder,.3,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:08 PM,2,.6,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,1:08 PM,2,.8,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,1:11 PM,2,.9,mount,3.,ran away,,,,,,,,,,,,
dark,4,2,two,3,1:14 PM,feeder,8.,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:15 PM,open ,:1,mount,??,,missed who the partner was; ran into 1 with :1 on top,,,,,,,,,,,
dark,4,2,two,3,1:18 PM,1,.0,mount,:1,,,,,,,,,,,,,
dark,4,2,two,3,1:19 PM,1,2.,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,1:21 PM,1,.3,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,1:21 PM,2,.8,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,1:22 PM,feeder,1:,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:22 PM,outside 1,.2,mount,8.,,,,,,,,,,,,,
dark,4,2,two,3,1:24 PM,outside 2,.6,mount,.1,,,,,,,,,,,,,
dark,4,2,two,3,1:25 PM,1,.0,mount,:0,,,,,,,,,,,,,
dark,4,2,two,3,1:26 PM,1,:1,mount,.2,,,,,,,,,,,,,
dark,4,2,two,3,1:27 PM,feeder,.1,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:30 PM,1,7.,enter ,9.,na,,,,,,,,,,,,
dark,4,2,two,3,1:34 PM,outside 2,.8,mount,.6,,,,,,,,,,,,,
dark,4,2,two,3,1:36 PM,open ,.2,mount,5.,,,,,,,,,,,,,
dark,4,2,two,3,1:42 PM,feeder,.2,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:44 PM,1,6.,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,1:44 PM,feeder,6.,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:45 PM,feeder,3.,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:46 PM,open ,.2,mount,1:,na,male can't get under,,,,,,,,,,,
dark,4,2,two,3,1:47 PM,feeder,5.,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,1:48 PM,2,8.,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,1:48 PM,2,.6,mating,8.,,,,,,,,,,,,,
dark,4,2,two,3,1:50 PM,open ,.2,mount,1:,na,male can't get under,,,,,,,,,,,
dark,4,2,two,3,2:00 PM,feeder,:1,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,2:01 PM,feeder,.5,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,2:02 PM,2,.9,mount,.2,,,,,,,,,,,,,
dark,4,2,two,3,2:07 PM,2,.8,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,2:11 PM,outside 2,.2,mount,.8,,,,,,,,,,,,,
dark,4,2,two,3,2:15 PM,2,.2,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,2:15 PM,2,.2,mount,1.,stayed still,,,,,,,,,,,,
dark,4,2,two,3,2:18 PM,2,.2,mount,0:,ran around in shelter,,,,,,,,,,,,
dark,4,2,two,3,2:20 PM,1,:0,mount,.0,na,,,,,,,,,,,,
dark,4,2,two,3,2:27 PM,2,:1,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,2:29 PM,2,.9,mount,.2,,,,,,,,,,,,,
dark,4,2,two,3,2:31 PM,2,5.,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,2:33 PM,feeder,.4,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,2:33 PM,2,.6,mount,8.,ran into corner and pressed against wall,,,,,,,,,,,,
dark,4,2,two,3,2:34 PM,2,.6,mount,.9,,,,,,,,,,,,,
dark,4,2,two,3,2:35 PM,1,.3,mating,6.,,,,,,,,,,,,,
dark,4,2,two,3,2:37 PM,feeder,9.,feeding,,,,,,,,,,,,,,
dark,4,2,two,3,2:39 PM,2,.8,mount,1:,,,,,,,,,,,,,
dark,4,2,two,3,2:39 PM,open ,.1,mating,3.,walked around into corner,,,,,,,,,,,,
dark,4,2,two,3,2:42 PM,open ,.5,mount,9.,ran away,male can't get under,,,,,,,,,,,
dark,4,2,two,3,2:45 PM,2,.7,mount,:1,,,,,,,,,,,,,
dark,4,2,two,3,2:46 PM,1,7.,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,2:47 PM,1,.0,mount,.3,,,,,,,,,,,,,
dark,4,2,two,3,3:05 PM,open ,.1,mount,6.,,male can't get under,,,,,,,,,,,
dark,4,2,two,3,3:05 PM,open ,.2,mount,3.,,male can't get under,,,,,,,,,,,
dark,4,2,two,3,3:07 PM,outside 2,.6,mount,5.,walked around a bit,,,,,,,,,,,,
dark,4,2,two,3,3:09 PM,1,.3,enter ,na,,,,,,,,,,,,,
dark,4,2,two,3,3:10 PM,1,.0,mount,3.,walked around,,,,,,,,,,,,
dark,4,2,two,3,3:13 PM,open ,.1,mount,4.,walking around,,,,,,,,,,,,
dark,4,2,two,3,3:15 PM,open ,.5,mount,.3,stayed still then ran away,,,,,,,,,,,,
dark,4,2,two,3,3:19 PM,open ,.5,mount,3.,walked away,,,,,,,,,,,,
dark,4,2,two,3,3:22 PM,open ,.3,mount,6.,na,,,,,,,,,,,,
dark,4,2,two,3,3:23 PM,open ,.1,mating,3.,walked around a bit,,,,,,,,,,,,
dark,4,2,two,3,3:26 PM,open ,.2,mount,4.,ran away,,,,,,,,,,,,
dark,4,2,two,3,3:35 PM,open ,.2,mount,3.,ran away,,,,,,,,,,,,
dark,4,2,two,3,3:40 PM,open ,.3,mount,0:,ran away,,,,,,,,,,,,
dark,4,2,two,3,3:42 PM,2,.9,mount,.5,shake .9 off,,,,,,,,,,,,
dark,4,2,two,3,3:46 PM,2,.7,mount,0.,pressed against wall,,,,,,,,,,,,
dark,4,2,two,3,3:46 PM,open ,.6,mount,3.,,,,,,,,,,,,,
dark,4,2,two,3,3:48 PM,outside 2,.9,mount,5.,walked back into shelter,,,,,,,,,,,,
dark,4,2,two,3,4:08 PM,1,3.,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,4:09 PM,2,.8,move in shelter,lots,,joined huge group,,,,,,,,,,,
dark,4,2,two,3,4:10 PM,1,.4,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,4:10 PM,open ,.2,mount,9.,ran away,,,,,,,,,,,,
dark,4,2,two,3,4:13 PM,1,.3,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,4:15 PM,1,.3,mount,3.,ran away and left shelter,,,,,,,,,,,,
dark,4,2,two,3,4:18 PM,1,.3,mount,6.,ran away and left shelter,,,,,,,,,,,,
dark,4,2,two,3,4:19 PM,1,6.,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,4:22 PM,1,.4,exit ,,,,,,,,,,,,,,
dark,4,2,two,3,4:22 PM,2,.4,enter ,lots,,joined huge cluster,,,,,,,,,,,
dark,4,2,two,3,4:24 PM,1,.3,mount,.6,ran away and left shelter,,,,,,,,,,,,
dark,4,2,two,3,4:24 PM,2,6.,enter ,,,,,,,,,,,,,,
dark,4,2,two,3,4:37 PM,2,.9,mount,0:,ran away in the shelter and then rejoined the large aggregation,,,,,,,,,,,,
dark,4,2,two,3,4:37 PM,2,.6,enter ,,,,,,,,,,,,,,
dark,4,2,two,4,9:22 AM,2,.9,mount,.8,moved away,,,,,,,,,,,,
dark,4,2,two,4,9:27 AM,2,.2,mount,.7,N/A,.9 also mounted,,,,,,,,,,,
dark,4,2,two,4,9:27 AM,2,.9,mount,.7,unknown,,,,,,,,,,,,
dark,4,2,two,4,9:28 AM,2,.1,shaking,N/A,,,,,,,,,,,,,
dark,4,2,two,4,9:34 AM,2,.9,mount,.7,N/A,,,,,,,,,,,,
dark,4,2,two,4,9:36 AM,2,.5,mount,.9,N/A,,,,,,,,,,,,
dark,4,2,two,4,9:37 AM,2,.9,moved within shelter,.8,,,,,,,,,,,,,
dark,4,2,two,4,9:38 AM,2,.6,moved within shelter,.9 and .8,N/A,.6 moved to :0 before,,,,,,,,,,,
dark,4,2,two,4,9:38 AM,2,".6, .8 and .9",exit,N/A,,,,,,,,,,,,,
dark,4,2,two,4,9:45 AM,2,.8,enter,N/A,,,,,,,,,,,,,
dark,4,2,two,4,9:46 AM,2,.8,moved within shelter,large group in corner,N/A,,,,,,,,,,,,
dark,4,2,two,4,9:49 AM,2,.6,enter,,,,,,,,,,,,,,
dark,4,2,two,4,10:02 AM,2,4.,moved within shelter,.6,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:02 AM,2,.4,mount,4.,walked with .4 on top,,,,,,,,,,,,
dark,4,2,two,4,10:03 AM,2,.4,mount,.6,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:04 AM,2,.5,mount,.8,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:05 AM,2,.5,mount,.7,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:05 AM,2,.7,mount,:0,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:05 AM,2,.7,exit,N/A,,,,,,,,,,,,,
dark,4,2,two,4,10:06 AM,2,.2,mount,.4,N/A,:1 also mounted,,,,,,,,,,,
dark,4,2,two,4,10:06 AM,2,:1,mount,.4,unknown,,,,,,,,,,,,
dark,4,2,two,4,10:08 AM,2,.6,mount,.8,tried to exit shelter but blocked by .7,,,,,,,,,,,,
dark,4,2,two,4,10:11 AM,2,:1,mount,.1,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:12 AM,2,.6,mount,9.,moved away,,,,,,,,,,,,
dark,4,2,two,4,10:13 AM,2,.5,mount,.6,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:13 AM,2,.6,exit,N/A,,8. moved to .6,,,,,,,,,,,
dark,4,2,two,4,10:16 AM,2,1.,shaking,N/A,,,,,,,,,,,,,
dark,4,2,two,4,10:16 AM,2,:1,mount,1.,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:18 AM,2,.5,mount,:1,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:18 AM,2,.5,mount,.2,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:19 AM,2,0.,moved within shelter,:0,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:19 AM,2,.5,moved within shelter,0. and :0,N/A,.5 mounted :0,,,,,,,,,,,
dark,4,2,two,4,10:19 AM,2,.5,mount,:0,unknown,,,,,,,,,,,,
dark,4,2,two,4,10:19 AM,2,:1,mount,.9,N/A,.9 had moved to :1 before mount,,,,,,,,,,,
dark,4,2,two,4,10:21 AM,2,.2,mount,:0,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:21 AM,2,0:,moved within shelter,.2,".2 jumped at 0:, 0: ran away",,,,,,,,,,,,
dark,4,2,two,4,10:22 AM,2,.1,mount,.4,N/A,.2 mounted .1,,,,,,,,,,,
dark,4,2,two,4,10:22 AM,2,.2,mount,.1,unknown,.2 mounted .1,,,,,,,,,,,
dark,4,2,two,4,10:23 AM,2,.2,moved within shelter,:1,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:24 AM,2,0.,moved within shelter,:0,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:25 AM,2,.5,mount,:0,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:26 AM,2,.5,mount,0.,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:27 AM,2,:1,mount,.5,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:27 AM,2,:1,mount,:0,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:27 AM,2,:1,mount,0:,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:28 AM,2,.6,mount,9.,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:29 AM,2,9.,mount,.2,unknown,,,,,,,,,,,,
dark,4,2,two,4,10:29 AM,2,.5,mount,9.,N/A,9. had mounted .2,,,,,,,,,,,
dark,4,2,two,4,10:31 AM,2,.4,mount,.2,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:31 AM,2,:1,mount,9.,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:31 AM,2,:1,mount,.4,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:32 AM,out,.8,mount,.7,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:33 AM,2,.6,mount,9.,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:35 AM,2,.6,mount,0.,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:36 AM,2,.4,mount,:0,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:36 AM,2,.1,mount,"cant see, likely 0.",N/A,,,,,,,,,,,,
dark,4,2,two,4,10:37 AM,2,.5,enter,N/A,,,,,,,,,,,,,
dark,4,2,two,4,10:39 AM,2,9.,moved within shelter,.5,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:40 AM,2,.5,tried to mount,0:,"0: ran away, out of shelter",,,,,,,,,,,,
dark,4,2,two,4,10:41 AM,2,0.,moved within shelter,":0, then .5",N/A,,,,,,,,,,,,
dark,4,2,two,4,10:42 AM,2,0.,mount,.5,.5 ran out of shelter with 0. on top,,,,,,,,,,,,
dark,4,2,two,4,10:43 AM,2,.6,enter,N/A,,,,,,,,,,,,,
dark,4,2,two,4,10:44 AM,2,:0,mount,.6,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:45 AM,2,.6,mount,.5,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:45 AM,2,.8,mount,.5,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:46 AM,2,9.,shaking,N/A,,,,,,,,,,,,,
dark,4,2,two,4,10:46 AM,2,:1,mount,.5,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:47 AM,2,.5,mount ,.9,,,,,,,,,,,,,
dark,4,2,two,4,10:48 AM,2,.2,mount,.5,N/A,,,,,,,,,,,,
dark,4,2,two,4,10:48 AM,2,.2,mount,.9,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:03 AM,2,:0,mount,.5,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:05 AM,outside,0.,tried to mount,.7,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:06 AM,2,0:,enter,N/A,,,,,,,,,,,,,
dark,4,2,two,4,11:06 AM,2,0:,moved within shelter,"9., .1 and .2",N/A,,,,,,,,,,,,
dark,4,2,two,4,11:09 AM,out,.7,mount,.8,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:11 AM,2,.9,mount,couldn't see,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:11 AM,2,.5,mount,:1,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:12 AM,2,:1,mount,4.,N/A,.5 mounted :1,,,,,,,,,,,
dark,4,2,two,4,11:12 AM,2,.5,mount,:1,unknown,,,,,,,,,,,,
dark,4,2,two,4,11:13 AM,2,.5,mount,.4,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:13 AM,2,4.,shaking,N/A,,,,,,,,,,,,,
dark,4,2,two,4,11:14 AM,2,.1,mating attempt,4.,walked around,,,,,,,,,,,,
dark,4,2,two,4,11:16 AM,2,.1,mount,.9,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:17 AM,2,.9,mount,:1,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:18 AM,2,.1,mating attempt,9.,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:19 AM,out,.8,mount,0.,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:25 AM,2,1.,exit,N/A,,,,,,,,,,,,,
dark,4,2,two,4,11:28 AM,2,:1,mount,couldn't see,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:29 AM,2,.5,mount,.9,N/A,,,,,,,,,,,,
dark,4,2,two,4,11:29 AM,2,4.,moved within shelter,1.,N/A,,,,,,,,,,,,
