,light_phase,network,block,treatment,day,time,time_sec,time_hour_abs,location,focal_individual,behaviour,social_partner,partner_response,notes,patch_partner
2775,dark,6,3,twelve,4,3:06 PM,54360.00,87.10,7,E,mount,M,shook,had approached .4 before mount,M
2776,dark,6,3,twelve,4,3:18 PM,55080.00,87.30,open,D,mount,M,shook,,M
2777,dark,6,3,twelve,4,3:22 PM,55320.00,87.37,8,K,mount,M,ran around in shelter,,M
2778,dark,6,3,twelve,4,3:44 PM,56640.00,87.73,8,K,mount,M,NA,,M
2779,dark,6,3,twelve,4,3:49 PM,56940.00,87.82,7,E,mount,N,moved around,,N
2780,dark,6,3,twelve,5,9:13 AM,33180.00,105.22,3,G,mount,X,NA,,X
2781,dark,6,3,twelve,5,9:14 AM,33240.00,105.23,3,C,mount,G,NA,still on 1:,G
2782,dark,6,3,twelve,5,9:19 AM,33540.00,105.32,3,G,mount,X,shook,,X
2783,dark,6,3,twelve,5,9:21 AM,33660.00,105.35,3,G,mount,X,ran away,,X
2784,dark,6,3,twelve,5,9:24 AM,33840.00,105.40,3,C,mount,X,NA,,X
2785,dark,6,3,twelve,5,9:24 AM,33840.00,105.40,5,H,mount,R,NA,"still on 5., got off 9:27am",R
2786,dark,6,3,twelve,5,9:35 AM,34500.00,105.58,5,H,mount,R,ran away,.7 quickly got off,R
2787,dark,6,3,twelve,5,9:45 AM,35100.00,105.75,3,G,mount,Q,NA,,Q
2788,dark,6,3,twelve,5,10:08 AM,36480.00,106.13,3,G,mount,O,NA,quickly got off,O
2789,dark,6,3,twelve,5,10:09 AM,36540.00,106.15,3,G,mount,O,NA,,O
2790,dark,6,3,twelve,5,10:12 AM,36720.00,106.20,12,L,mount,I,ran away,,I
2791,dark,6,3,twelve,5,10:14 AM,36840.00,106.23,3,C,mount,D,NA,,D
2792,dark,6,3,twelve,5,10:14 AM,36840.00,106.23,3,G,mount,C,NA,still on .3,C
2793,dark,6,3,twelve,5,10:18 AM,37080.00,106.30,open,I,mount,X,shook,flipped over on back,X
2794,dark,6,3,twelve,5,10:22 AM,37320.00,106.37,11,A,mount,X,NA,right outside entrance,X
2795,dark,6,3,twelve,5,10:26 AM,37560.00,106.43,11,A,mount,R,NA,,R
2796,dark,6,3,twelve,5,10:33 AM,37980.00,106.55,10,F,mount,S,moved around,,S
2797,dark,6,3,twelve,5,10:41 AM,38460.00,106.68,12,I,mount,T,NA,,T
2798,dark,6,3,twelve,5,10:45 AM,38700.00,106.75,12,L,mount,T,NA,,T
2799,dark,6,3,twelve,5,10:49 AM,38940.00,106.82,open,I,mount,X,ran away,,X
2800,dark,6,3,twelve,5,11:04 AM,39840.00,107.07,12,L,mount,T,NA,,T
2801,dark,6,3,twelve,5,11:12 AM,40320.00,107.20,12,L,mount,Q,pressed against shelter wall,,Q
2802,dark,6,3,twelve,5,11:13 AM,40380.00,107.22,5,H,mount,X,"walked around, exited shelter",,X
2803,dark,6,3,twelve,5,11:14 AM,40440.00,107.23,open,H,mount,V,NA,,V
2804,dark,6,3,twelve,5,11:19 AM,40740.00,107.32,8,F,mount,W,NA,,W
2805,dark,6,3,twelve,5,11:21 AM,40860.00,107.35,12,L,mount,Q,pushed against shelter wall,,Q
2806,dark,6,3,twelve,5,11:24 AM,41040.00,107.40,12,L,mount,Q,shook,,Q
2807,dark,6,3,twelve,5,11:30 AM,41400.00,107.50,open,I,mount,S,NA,got off quickly,S
2808,dark,6,3,twelve,5,11:33 AM,41580.00,107.55,open,L,mating,Q,"started walking at 11:35 AM, pushed against wall and shook",male got off on their own at 11:38 AM,Q
2809,dark,6,3,twelve,5,12:02 PM,43320.00,108.03,open,K,mount,N,walked around,,N
2810,dark,6,3,twelve,5,12:05 PM,43500.00,108.08,open,A,mount,L,shook,,L
2811,dark,6,3,twelve,5,12:17 PM,44220.00,108.28,open,D,mount,X,NA,,X
2812,dark,6,3,twelve,5,12:21 PM,44460.00,108.35,open,K,mount,N,"was on wall, got off",,N
2813,dark,6,3,twelve,5,12:21 PM,44460.00,108.35,open,I,mount,R,NA,,R
2814,dark,6,3,twelve,5,12:23 PM,44580.00,108.38,11,F,mount,N,NA,,N
2815,dark,6,3,twelve,5,12:26 PM,44760.00,108.43,open,D,mount,I,NA,,I
2816,dark,6,3,twelve,5,12:33 PM,45180.00,108.55,open,D,mount,K,NA,got off quickly,K
2817,dark,6,3,twelve,5,12:33 PM,45180.00,108.55,10,F,mount,W,NA,,W
2818,dark,6,3,twelve,5,12:34 PM,45240.00,108.57,outside 11,A,mount,L,NA,,L
2819,dark,6,3,twelve,5,12:38 PM,45480.00,108.63,open,D,mount,N,NA,,N
2820,dark,6,3,twelve,5,12:41 PM,45660.00,108.68,open,L,mount,A,shook,,A
2821,dark,6,3,twelve,5,12:41 PM,45660.00,108.68,3,C,mount,R,walked into corner,,R
2822,dark,6,3,twelve,5,12:42 PM,45720.00,108.70,open,K,mount,X,ran away,,X
2823,dark,6,3,twelve,5,12:42 PM,45720.00,108.70,3,G,mount,C,NA,got off quickly,C
2824,dark,6,3,twelve,5,12:46 PM,45960.00,108.77,open,D,mount,N,walked around,,N
2825,dark,6,3,twelve,5,1:00 PM,46800.00,109.00,outside 12,L,mating,R,staying still,,R
2826,dark,6,3,twelve,5,1:04 PM,47040.00,109.07,outside 11,A,mount,Q,na,,Q
2827,dark,6,3,twelve,5,1:28 PM,48480.00,109.47,outside 9,J,mount,K,ran away,,K
2828,dark,6,3,twelve,5,1:30 PM,48600.00,109.50,12,I,mount,R,ran around and into corner of shelter,,R
2829,dark,6,3,twelve,5,1:31 PM,48660.00,109.52,5,H,mount,U,running around in shelter; ran into corner and male couldn't get under,,U
2830,dark,6,3,twelve,5,1:38 PM,49080.00,109.63,6,L,mount,Q,"running around, ran out of shelter",male is very big and cannot bend under,Q
2831,dark,6,3,twelve,5,1:40 PM,49200.00,109.67,4,B,mount,U,was going to enter shelter but ran away when .1 mounted her,,U
2832,dark,6,3,twelve,5,1:41 PM,49260.00,109.68,9,J,mount,W,staying still but against wall,,W
2833,dark,6,3,twelve,5,1:45 PM,49500.00,109.75,9,J,mount,W,staying still against wall,,W
2834,dark,6,3,twelve,5,1:47 PM,49620.00,109.78,outside 3,C,mount,O,stayed still,male left on his own,O
2835,dark,6,3,twelve,5,2:12 PM,51120.00,110.20,6,L,mount,Q,staying still,male really large from being fed and can't get under,Q
2836,dark,6,3,twelve,5,2:22 PM,51720.00,110.37,5,H,mating,M,staying still,,M
2837,dark,6,3,twelve,5,2:25 PM,51900.00,110.42,4,B,mount,S,running around in shelter,,S
2838,dark,6,3,twelve,5,2:28 PM,52080.00,110.47,outside 3,G,mating,X,"staying still, then entered shetler 3",,X
2839,dark,6,3,twelve,5,2:37 PM,52620.00,110.62,3,C,mount,X,staying still but against wall,,X
2840,dark,6,3,twelve,5,2:38 PM,52680.00,110.63,9,J,mount,U,running around; ran out of shelter; then ran away,,U
2841,dark,6,3,twelve,5,2:47 PM,53220.00,110.78,7,E,mount,X,walked around until .4 fell off,,X
2842,dark,6,3,twelve,5,3:05 PM,54300.00,111.08,11,F,mating,W,walked around and left shelter,,W
2843,dark,6,3,twelve,5,3:11 PM,54660.00,111.18,outside 3,G,mount,M,stayed still but ran away after,,M
2844,dark,6,3,twelve,5,3:12 PM,54720.00,111.20,6,L,mount,Q,,:1 very large from mating and can't bend under,Q
2845,dark,6,3,twelve,5,3:20 PM,55200.00,111.33,3,G,mount,M,ran into corner of shelter,,M
2846,dark,6,3,twelve,5,3:25 PM,55500.00,111.42,6,L,mount,Q,ran away,,Q
2847,dark,6,3,twelve,5,3:27 PM,55620.00,111.45,5,B,mount,V,stayed still but against wall,,V
2848,dark,6,3,twelve,5,3:28 PM,55680.00,111.47,6,L,mount,Q,ran away and out of shelter,,Q
2849,dark,6,3,twelve,5,3:29 PM,55740.00,111.48,8,J,mount,S,ran away and out of shelter,,S
2850,dark,6,3,twelve,5,3:31 PM,55860.00,111.52,6,L,mount,N,ran out of shelter,,N
2851,dark,6,3,twelve,5,3:32 PM,55920.00,111.53,6,L,mount,N,staying still,male is very big and cannot bend under,N
2852,dark,6,3,twelve,5,3:34 PM,56040.00,111.57,2,K,mount,Q,ran away and out of shelter,,Q
2853,dark,6,3,twelve,5,3:36 PM,56160.00,111.60,6,L,mount,Q,ran into corner of shelter,male can't get under,Q
2854,dark,6,3,twelve,5,3:41 PM,56460.00,111.68,5,B,mount,S,ran away and out of shelter,,S
2855,dark,6,3,twelve,5,3:43 PM,56580.00,111.72,6,L,mount,Q,staying still but against wall,male can't get under,Q
2856,dark,6,3,twelve,5,3:44 PM,56640.00,111.73,outside 5,B,mount,V,staying still; then ran away after male got off,"male not under, just staying on female",V
2857,dark,6,3,twelve,5,4:47 PM,60420.00,112.78,9,K,mount,Q,running around,,Q
2858,dark,6,3,twelve,6,10:18 AM,37080.00,130.30,3,K,mount,G,shook,,G
2859,dark,6,3,twelve,6,10:20 AM,37200.00,130.33,5,H,mount,M,NA,,M
2860,dark,6,3,twelve,6,10:41 AM,38460.00,130.68,11,A,mount,W,NA,,W
2861,dark,6,3,twelve,6,10:48 AM,38880.00,130.80,11,A,mount,N,ran away,,N
2862,dark,6,3,twelve,6,10:49 AM,38940.00,130.82,11,N,mount,S,NA,,S
2863,dark,6,3,twelve,6,10:50 AM,39000.00,130.83,11,A,mount,W,NA,,W
2864,dark,6,3,twelve,6,11:05 AM,39900.00,131.08,8,D,mount,M,ran away,,M
2865,dark,6,3,twelve,6,11:05 AM,39900.00,131.08,8,J,mount,M,NA,,M
2866,dark,6,3,twelve,6,11:08 AM,40080.00,131.13,6,L,mount,C,shook,after shaking both moved to entrance,C
2867,dark,6,3,twelve,6,11:11 AM,40260.00,131.18,11,I,mount,S,NA,,S
2868,dark,6,3,twelve,6,11:12 AM,40320.00,131.20,11,I,mount,W,shook,,W
2869,dark,6,3,twelve,6,11:12 AM,40320.00,131.20,8,J,mount,M,NA,,M
2870,dark,6,3,twelve,6,11:13 AM,40380.00,131.22,11,I,mount,S,moved around,,S
2871,dark,6,3,twelve,6,11:14 AM,40440.00,131.23,8,J,mount,M,moved around,,M
2872,dark,6,3,twelve,6,11:16 AM,40560.00,131.27,11,I,mount,A,NA,,A
2873,dark,6,3,twelve,6,11:29 AM,41340.00,131.48,11,A,mount,I,NA,,I
2874,dark,6,3,twelve,6,11:39 AM,41940.00,131.65,open,C,mount,M,ran away,,M
2875,dark,6,3,twelve,6,11:45 AM,42300.00,131.75,11,I,mount,S,NA,,S
2876,dark,6,3,twelve,6,12:04 PM,43440.00,132.07,2,F,mount,M,NA,,M
2877,dark,6,3,twelve,6,12:19 PM,44340.00,132.32,open,C,mount,M,NA,,M
2878,dark,6,3,twelve,6,12:21 PM,44460.00,132.35,3,U,mount,X,NA,.6 was beside 1: and ran away,X
2879,dark,6,3,twelve,6,12:25 PM,44700.00,132.42,open,C,mount,M,NA,,M
2880,dark,6,3,twelve,6,12:29 PM,44940.00,132.48,open,C,mount,M,NA,,M
2881,dark,6,3,twelve,6,12:38 PM,45480.00,132.63,12,C,mount,T,walked into enterance,,T
2882,dark,6,3,twelve,6,1:10 PM,47400.00,133.17,open,B,mount,U,started walking at 1:10 PM and .1 got off,,U
2883,dark,6,3,twelve,6,1:23 PM,48180.00,133.38,5,B,mount,M,walked around ,,M
2884,dark,6,3,twelve,6,1:24 PM,48240.00,133.40,5,H,mount,M,NA,,M
2885,dark,6,3,twelve,6,1:30 PM,48600.00,133.50,11,A,mount,S,NA,,S
2886,dark,6,3,twelve,6,2:21 PM,51660.00,134.35,11,I,mount,W,NA,,W
2887,dark,6,3,twelve,6,2:30 PM,52200.00,134.50,open,C,mount,U,NA,,U
2888,dark,6,3,twelve,6,2:39 PM,52740.00,134.65,open,C,mount,U,NA,,U
2889,dark,6,3,twelve,6,2:43 PM,52980.00,134.72,open,A,mount,O,NA,,O
2890,dark,6,3,twelve,6,2:47 PM,53220.00,134.78,open,G,mount,U,NA,,U
2891,dark,6,3,twelve,6,2:48 PM,53280.00,134.80,open,D,mount,J,shook,,J
2892,dark,6,3,twelve,6,3:06 PM,54360.00,135.10,10,D,mount,R,NA,,R
2893,dark,6,3,twelve,6,3:09 PM,54540.00,135.15,11,C,mount,M,NA,,M
2894,dark,6,3,twelve,6,3:10 PM,54600.00,135.17,3,G,mount,K,shook .6 off,,K
2895,dark,6,3,twelve,6,3:13 PM,54780.00,135.22,10,D,mount,O,NA,,O
2896,dark,6,3,twelve,6,3:21 PM,55260.00,135.35,3,A,mount,M,NA,,M
2897,dark,6,3,twelve,6,3:22 PM,55320.00,135.37,7,E,mount,O,NA,,O
2898,light,1,1,twelve,1,5:11:44 PM,61904.00,17.20,8,B,mount,K,N/A,,K
2899,light,1,1,twelve,1,5:38:29 PM,63509.00,17.64,1,N,mount,M,moved away,,M
2900,light,1,1,twelve,1,5:56:30 PM,64590.00,17.94,1,U,mount,M,ran out of shelter,,M
2901,light,1,1,twelve,2,5:00:10 PM,61210.00,41.00,4,M,mount,S,n/A,,S
2902,light,1,1,twelve,3,5:00:56 PM,61256.00,65.02,5,J,mount,K,run away ,,K
2903,light,1,1,twelve,3,5:01:06 PM,61266.00,65.02,5,J,mount,K,NA,,K
2904,light,1,1,twelve,3,5:02:06 PM,61326.00,65.04,5,K,mount,J,NA,,J
2905,light,1,1,twelve,3,5:03:32 PM,61412.00,65.06,12,K,mount,S,,,S
2906,light,1,1,twelve,3,5:10:36 PM,61836.00,65.18,11,J,mount,unknown,run away ,,NA
2907,light,1,1,twelve,3,5:24:54 PM,62694.00,65.42,10,G,mating,P,na,,P
2908,light,1,1,twelve,3,5:34:43 PM,63283.00,65.58,10,G,mount,N,ran away towards aggregate ,now in aggregate ,N
2909,light,1,1,twelve,3,5:41:48 PM,63708.00,65.70,10,G,mount,N,NA,NA,N
2910,light,1,1,twelve,3,5:52:01 PM,64321.00,65.87,10,G,mount,N,ran away towards exit ,,N
2911,light,1,1,twelve,3,5:53:59 PM,64439.00,65.90,10,G,mount,B,na,.6 quickly dismounted but stayed in contact with .1 ,B
2912,light,1,1,twelve,3,5:54:44 PM,64484.00,65.91,10,B,mount,G,na ,na ,G
2913,light,1,1,twelve,3,5:57:47 PM,64667.00,65.96,10,G,mount,B,na,,B
2914,light,1,1,twelve,4,6:58:38 AM,25118.00,78.98,10,unknown,mount,X,,,X
2915,light,1,1,twelve,4,6:34:06 AM,23646.00,78.57,10,D,mount,X,N/A,,X
2916,light,1,1,twelve,5,5:38:17 PM,63497.00,113.64,7,L,mount,M,na,,M
2917,light,1,1,twelve,5,4:14:21 AM,15261.00,100.24,7,L,mating,P,tried to move away ,,P
2918,light,1,1,twelve,5,5:15:15 AM,18915.00,101.25,7,L,mount,M,na,,M
2919,light,1,1,twelve,5,9:10:38 AM,33038.00,105.18,11,J,mount,O,na,,O
2920,light,2,1,two,1,5:00:06 PM,61206.00,17.00,1,I,mount,S,6. walked into enterance and exited,,S
2921,light,2,1,two,1,5:04:44 PM,61484.00,17.08,1,I,mount,X,"moved on top of unknown bug in top right corner, touched .6 who moved away",,X
2922,light,2,1,two,1,5:01:51 PM,61311.00,17.03,2,J,mount,U,8. flipped .9 over to be on top then ran away,8. approached enterance and touched .9 ,U
2923,light,2,1,two,1,5:02:39 PM,61359.00,17.04,2,E,mount,H,NA,.7 touched .4 then they mounted,H
2924,light,2,1,two,1,5:04:48 PM,61488.00,17.08,2,E,mount,S,6. exited shelter,,S
2925,light,2,1,two,1,5:01:00 PM,61260.00,17.02,outside (top left corner),T,mount,C,NA,at 1:04 7. leaves and 1: walkes over .2,C
2926,light,2,1,two,1,5:05:44 PM,61544.00,17.10,outside (top left corner),N,mount,M,NA,*difficult to see as they are on the wall but it looks like a successful mount,M
2927,light,2,1,two,1,5:08:48 PM,61728.00,17.15,outside (top left corner),M,mount,W,NA,,W
2928,light,2,1,two,1,5:10:24 PM,61824.00,17.17,outside,G,mount,K,NA,,K
2929,light,2,1,two,1,5:10:46 PM,61846.00,17.18,outside,K,mount,G,NA,,G
2930,light,2,1,two,1,5:12:52 PM,61972.00,17.21,2,E,mount,F,NA,,F
2931,light,2,1,two,1,5:19:25 PM,62365.00,17.32,2,E,mount,O,,,O
2932,light,2,1,two,1,5:24:35 PM,62675.00,17.41,1,M,mount,R,moved out of group away from 0.,5. returned at 17:05,R
2933,light,2,1,two,1,5:37:45 PM,63465.00,17.63,1,C,mount,R,5. moved away towards 2 unknowns at bottom,,R
2934,light,2,1,two,1,5:48:12 PM,64092.00,17.80,outside (top left corner),M,mount,K,NA,"*possibly a successful mating, hard to see as they are on the wall",K
2935,light,2,1,two,1,6:49:32 PM,67772.00,18.83,1,N,mount,T,7. ran away,,T
2936,light,2,1,two,2,5:00:04 PM,61204.00,41.00,2,G,mount,D,NA,,D
2937,light,2,1,two,2,8:46:35 PM,74795.00,44.78,2,unknown,mount,unknown,"bug in front shakes, bug at the back turns away then touches",,NA
2938,light,2,1,two,2,8:48:55 PM,74935.00,44.82,2,unknown,mount,unknown,NA,,NA
2939,light,2,1,two,2,9:06:14 PM,75974.00,45.10,2,unknown,mount,unknown,,,NA
2940,light,2,1,two,2,10:33:48 PM,81228.00,46.56,2,unknown,mount,unknown,NA,"*unknown bug in the back looks like .9 or .4, front bug possibly .3",NA
2941,light,2,1,two,2,2:02:56 AM,7376.00,26.05,2,unknown,mount,unknown,NA,,NA
2942,light,2,1,two,2,2:03:59 AM,7439.00,26.07,2,unknown,mating,unknown,front bug shook,,NA
2943,light,2,1,two,4,12:07:08 AM,428.00,72.12,1,R,mount,M,shook,,M
2944,light,2,1,two,4,3:18:19 AM,11899.00,75.31,1,I,mount,X,pushed against shelter wall,,X
2945,light,2,1,two,5,6:45:23 PM,67523.00,114.76,1,F,mount,unknown,NA,,NA
2946,light,2,1,two,5,4:59:08 AM,17948.00,100.99,10,C,mount,S,NA,,S
2947,light,2,1,two,5,5:08:48 AM,18528.00,101.15,1,F,mount,U,NA,"stayed on until male got off at 09:33, possibly mating",U
2948,light,2,1,two,5,5:02:07 PM,61327.00,113.04,open,O,mount,A,walked away,,A
2949,light,2,1,two,5,5:19:01 PM,62341.00,113.32,1,A,mount,R,NA,got off pretty quickly (at 19:03),R
2950,light,2,1,two,5,5:19:25 PM,62365.00,113.32,1,F,mount,R,"ran into corner, by 8.",walked into .1 and group in top left at 19:31,R
2951,light,2,1,two,5,5:08:48 PM,61728.00,113.15,2,H,mount,K,NA,,K
2952,light,2,1,two,6,5:03:03 PM,61383.00,137.05,2,K,mount,J,NA,,J
2953,light,2,1,two,6,11:13:38 PM,83618.00,143.23,1,C,mount,T,ran away into group of bugs on right,,T
2954,light,2,1,two,6,11:39:13 PM,85153.00,143.65,1,D,mount,T,turned around in spot,looked like 7. might have got under but went fully underneath and 7. turned their body to the ground,T
2955,light,2,1,two,6,12:42:05 AM,2525.00,120.70,1,C,mating,U,walked around into .0 and group,,U
2956,light,2,1,two,6,4:51:53 AM,17513.00,124.86,2,K,mount,X,"walked into corner by .7, all 3 stayed grouped together",,X
2957,light,2,1,two,6,5:07:13 AM,18433.00,125.12,2,K,mount,X,NA,,X
2958,light,2,1,two,6,5:07:16 AM,18436.00,125.12,2,H,mount,K,shook .7 off,,K
2959,light,2,1,two,6,5:14:29 AM,18869.00,125.24,2,H,mount,X,NA,,X
2960,light,2,1,two,6,5:15:18 AM,18918.00,125.26,2,K,mount,H,shook :0 off,,H
2961,light,3,2,twelve,1,5:16:25 PM,62185.00,17.27,2,K,mating,X,started walking around and pushing :0 into wall at 17:23,male got off at 20:25,X
2962,light,3,2,twelve,1,5:21:44 PM,62504.00,17.36,11,G,mount,M,moved into corner,,M
2963,light,3,2,twelve,1,5:22:59 PM,62579.00,17.38,11,G,mating,R,NA,male got off at 23:52,R
2964,light,3,2,twelve,1,5:01:40 PM,61300.00,17.03,open,X,mount,P,NA,,P
2965,light,3,2,twelve,1,5:27:37 PM,62857.00,17.46,open,G,mount,S,ran away,,S
2966,light,3,2,twelve,1,5:45:49 PM,63949.00,17.76,2,K,mount,X,NA then moved and started shaking at 13:02,* possibly a mating *Male got off at 13:22,X
2967,light,3,2,twelve,1,5:56:11 PM,64571.00,17.94,open,L,mount,S,ran away,,S
2968,light,3,2,twelve,1,6:02:05 PM,64925.00,18.03,open,L,mount,U,NA,,U
2969,light,3,2,twelve,1,6:11:33 PM,65493.00,18.19,open,L,mount,R,NA,,R
2970,light,3,2,twelve,2,5:00:08 PM,61208.00,41.00,6,I,mount,F,NA,,F
2971,light,3,2,twelve,2,5:03:24 PM,61404.00,41.06,3,E,mount,H,NA,,H
2972,light,3,2,twelve,2,5:11:26 PM,61886.00,41.19,9,B,mating,Q,moved around,,Q
2973,light,3,2,twelve,2,5:14:52 PM,62092.00,41.25,9,B,mount,Q,ran away,,Q
2974,light,3,2,twelve,2,5:24:25 PM,62665.00,41.41,2,K,mount,W,NA,,W
2975,light,3,2,twelve,3,5:10:50 PM,61850.00,65.18,1,B,mount,X,NA,,X
2976,light,3,2,twelve,3,5:14:08 PM,62048.00,65.24,1,B,mount,X,ran out from under,,X
2977,light,3,2,twelve,3,5:03:43 PM,61423.00,65.06,3,J,mount,X,ran away,,X
2978,light,3,2,twelve,3,5:18:04 PM,62284.00,65.30,3,H,mount,M,moved away,,M
2979,light,3,2,twelve,3,5:25:10 PM,62710.00,65.42,3,H,mating,M,started walking at 25:49,,M
2980,light,3,2,twelve,3,5:13:01 PM,61981.00,65.22,5,D,mating,S,ran away,,S
2981,light,3,2,twelve,3,5:02:55 PM,61375.00,65.05,8,K,mount,U,NA,,U
2982,light,3,2,twelve,3,5:08:04 PM,61684.00,65.13,8,K,mating,R,NA,,R
2983,light,3,2,twelve,3,12:24:40 AM,1480.00,48.41,1,B,mount,F,shook,,F
2984,light,3,2,twelve,3,12:25:38 AM,1538.00,48.43,1,B,mount,F,NA,,F
2985,light,3,2,twelve,4,5:02:31 PM,61351.00,89.04,10,K,mating,N,NA,,N
2986,light,3,2,twelve,4,5:03:01 PM,61381.00,89.05,7,L,mating,R,tried running away,,R
2987,light,3,2,twelve,4,1:53:27 AM,6807.00,73.89,10,K,mating,N,NA,,N
2988,light,3,2,twelve,4,2:52:15 AM,10335.00,74.87,8,J,mount,T,NA,,T
2989,light,3,2,twelve,4,8:24:47 AM,30287.00,80.41,8,J,mount,W,NA,,W
2990,light,3,2,twelve,5,5:01:44 PM,61304.00,113.03,1,E,mount,G,NA,.6 had moved within shelter to .6,G
2991,light,3,2,twelve,5,5:01:32 PM,61292.00,113.03,5,H,mount,D,NA,.3 had moved within shelter to .7 before,D
2992,light,3,2,twelve,5,5:02:11 PM,61331.00,113.04,5,H,mount,D,NA,,D
2993,light,3,2,twelve,5,5:03:20 PM,61400.00,113.06,5,H,mount,D,NA,,D
2994,light,3,2,twelve,5,5:13:20 PM,62000.00,113.22,5,H,mount,X,NA,"possible mating, male got off at 14:03 on his own",X
2995,light,3,2,twelve,5,5:00:24 PM,61224.00,113.01,9,J,mount,F,NA,,F
2996,light,3,2,twelve,5,5:06:23 PM,61583.00,113.11,9,J,mount,F,shook,,F
2997,light,3,2,twelve,5,5:06:25 PM,61585.00,113.11,9,E,mount,J,NA,.9 was still on .5,J
2998,light,3,2,twelve,5,5:09:22 PM,61762.00,113.16,9,J,mount,E,NA,,E
2999,light,3,2,twelve,5,5:07:40 PM,61660.00,113.13,11,F,mating,Q,moved away slightly but remained under,,Q
3000,light,3,2,twelve,5,12:41:09 AM,2469.00,96.69,11,F,mount,Q,NA,male got off at 26:58,Q
3001,light,3,2,twelve,5,10:23:29 PM,80609.00,118.39,11,F,mating,Q,NA,*difficult to see if female is 4.,Q
3002,light,3,2,twelve,6,5:00:01 PM,61201.00,137.00,3,L,mount,J,Moved away,,J
3003,light,3,2,twelve,6,5:03:20 PM,61400.00,137.06,4,K,mount,B,shook,,B
3004,light,3,2,twelve,6,5:03:43 PM,61423.00,137.06,4,K,mount,B,shook,,B
3005,light,3,2,twelve,6,5:06:08 PM,61568.00,137.10,5,H,mount,G,shook and moved around,,G
3006,light,3,2,twelve,6,5:06:41 PM,61601.00,137.11,4,B,mount,V,Moved around,,V
3007,light,3,2,twelve,6,6:07:54 PM,65274.00,138.13,5,G,mount,X,shook,,X
3008,light,4,2,two,1,5:00:57 PM,61257.00,17.02,1,C,mount,K,NA,,K
3009,light,4,2,two,1,5:11:03 PM,61863.00,17.18,2,F,mount,G,NA,,G
3010,light,4,2,two,1,5:13:47 PM,62027.00,17.23,2,J,mount,E,NA,,E
3011,light,4,2,two,1,5:26:08 PM,62768.00,17.44,2,J,mating,R,ran into corner,,R
3012,light,4,2,two,1,5:04:55 PM,61495.00,17.08,open,F,mount,U,NA,,U
3013,light,4,2,two,1,5:08:03 PM,61683.00,17.13,open,J,mount,U,moved away,,U
3014,light,4,2,two,1,5:15:41 PM,62141.00,17.26,open,G,mount,U,shook,,U
3015,light,4,2,two,1,5:32:47 PM,63167.00,17.55,open,F,mating,N,moved away,,N
3016,light,4,2,two,1,5:31:18 PM,63078.00,17.52,open,A,mount,V,NA,male got off very fast,V
3017,light,4,2,two,1,5:15:59 PM,62159.00,17.27,open,J,mount,P,NA,male got off very fast,P
3018,light,4,2,two,1,5:03:31 PM,61411.00,17.06,open,J,mount,H,shook,,H
3019,light,4,2,two,1,2:37:52 AM,9472.00,2.63,2,J,mount,I,NA,,I
3020,light,4,2,two,1,2:40:51 AM,9651.00,2.68,2,J,mount,I,NA,,I
3021,light,4,2,two,1,5:03:38 PM,61418.00,17.06,open,D,mount,Q,NA,,Q
3022,light,4,2,two,1,5:03:38 PM,61418.00,17.06,open,J,mount,D,ran away,".3  on 4., got off when .9 mounted",D
3023,light,4,2,two,1,5:03:46 PM,61426.00,17.06,open,J,mount,M,NA,,M
3024,light,4,2,two,1,5:04:42 PM,61482.00,17.08,open,J,mount,R,NA,,R
3025,light,4,2,two,1,5:09:10 PM,61750.00,17.15,open,J,mount,X,shook,,X
3026,light,4,2,two,1,5:09:32 PM,61772.00,17.16,open,J,mount,K,ran away,,K
3027,light,4,2,two,1,5:13:46 PM,62026.00,17.23,open,U,mount,K,NA,,K
3028,light,4,2,two,1,5:14:38 PM,62078.00,17.24,open,G,mount,O,NA,male got off very fast,O
3029,light,4,2,two,1,5:16:00 PM,62160.00,17.27,open,J,mount,P,shook,,P
3030,light,4,2,two,1,5:17:19 PM,62239.00,17.29,open,G,mount,V,NA,male got off very fast,V
3031,light,4,2,two,1,5:28:44 PM,62924.00,17.48,open,K,mating,S,NA,male got off at 29:32,S
3032,light,4,2,two,1,5:30:05 PM,63005.00,17.50,open,E,mount,X,NA,,X
3033,light,4,2,two,1,5:35:05 PM,63305.00,17.58,2,J,mount,L,NA,,L
3034,light,4,2,two,1,5:36:23 PM,63383.00,17.61,2,J,mount,L,NA,,L
3035,light,4,2,two,1,5:38:46 PM,63526.00,17.65,2,J,mount,L,NA,,L
3036,light,4,2,two,1,5:40:50 PM,63650.00,17.68,2,J,mount,W,ran into corner,0: was trying to enter before they were mounted,W
3037,light,4,2,two,1,5:42:42 PM,63762.00,17.71,2,J,mount,S,NA,.9 stayed in group,S
3038,light,4,2,two,1,5:46:20 PM,63980.00,17.77,2,J,mount,S,NA,,S
3039,light,4,2,two,1,5:43:01 PM,63781.00,17.72,open,F,mount,V,NA,male got off very fast,V
3040,light,4,2,two,1,5:49:24 PM,64164.00,17.82,open,H,mount,P,NA,,P
3041,light,4,2,two,1,5:53:02 PM,64382.00,17.88,open,J,mount,V,NA,male got off very fast,V
3042,light,4,2,two,1,5:53:29 PM,64409.00,17.89,open,J,mount,F,walked away,,F
3043,light,4,2,two,1,5:57:15 PM,64635.00,17.95,open,J,mount,V,NA,male got off very fast,V
