,light_phase,network,block,treatment,day,time,time_sec,time_hour_abs,location,focal_individual,behaviour,social_partner,partner_response,notes,patch_partner
733,dark,2,1,two,6,12:32 PM,45120.00,132.53,2,B,mount,H,run away ,,H
734,dark,2,1,two,6,12:37 PM,45420.00,132.62,1,A,mating,V,na ,,V
735,dark,2,1,two,6,12:45 PM,45900.00,132.75,1,I,mount,V,na ,,V
736,dark,2,1,two,6,12:49 PM,46140.00,132.82,outside 1,A,mount,U,ran into 1 ,,U
737,dark,2,1,two,6,12:50 PM,46200.00,132.83,1,G,mount,A,8. continued to run in 1 ,,A
738,dark,2,1,two,6,12:50 PM,46200.00,132.83,1,G,mount,S,8. continued to run in 1 ,,S
739,dark,2,1,two,6,1:01 PM,46860.00,133.02,1,F,mating,O,,,O
740,dark,2,1,two,6,1:20 PM,48000.00,133.33,1,F,mount,C,,,C
741,dark,2,1,two,6,1:20 PM,48000.00,133.33,1,C,mount,O,,,O
742,dark,2,1,two,6,1:21 PM,48060.00,133.35,1,A,mount,F,,,F
743,dark,2,1,two,6,1:22 PM,48120.00,133.37,1,C,mount,V,na ,,V
744,dark,2,1,two,6,1:23 PM,48180.00,133.38,1,F,mount,C,,,C
745,dark,2,1,two,6,1:26 PM,48360.00,133.43,2,H,mount,unknown,,,NA
746,dark,2,1,two,6,1:33 PM,48780.00,133.55,1,F,mount,R,"na, was shaking at the time",,R
747,dark,2,1,two,6,1:33 PM,48780.00,133.55,1,C,mount,F,na,,F
748,dark,2,1,two,6,1:38 PM,49080.00,133.63,outside,A,mount,O,na,,O
749,dark,2,1,two,6,1:38 PM,49080.00,133.63,1,F,mount,G,,,G
750,dark,2,1,two,6,1:42 PM,49320.00,133.70,1,F,mating,V,,,V
751,dark,2,1,two,6,1:49 PM,49740.00,133.82,1,D,mount,L,,,L
752,dark,2,1,two,6,2:04 PM,50640.00,134.07,2,H,mount,G,na,,G
753,dark,2,1,two,6,2:04 PM,50640.00,134.07,2,G,mount,J,na,,J
754,dark,2,1,two,6,2:45 PM,53100.00,134.75,2,H,mating,W,na,,W
755,dark,2,1,two,6,3:16 PM,54960.00,135.27,1,C,mount,F,,,F
756,dark,2,1,two,6,3:17 PM,55020.00,135.28,1,A,mount,C,,,C
757,dark,2,1,two,6,3:18 PM,55080.00,135.30,1,G,mount,unknown,,,NA
758,dark,2,1,two,6,3:30 PM,55800.00,135.50,2,K,mating,X,staying still,,X
759,dark,2,1,two,6,3:37 PM,56220.00,135.62,2,B,mating,X,,,X
760,dark,2,1,two,6,3:46 PM,56760.00,135.77,2,B,mount,J,,,J
761,dark,2,1,two,6,3:46 PM,56760.00,135.77,2,K,mount,B,,,B
762,dark,2,1,two,6,3:47 PM,56820.00,135.78,1,I,mount,F,walked away after,,F
763,dark,3,2,twelve,1,8:32 AM,30720.00,8.53,1,G,mating,W,stayed still,,W
764,dark,3,2,twelve,1,8:32 AM,30720.00,8.53,8,D,mating,N,stayed still,,N
765,dark,3,2,twelve,1,8:32 AM,30720.00,8.53,2,K,mating,P,stayed still,,P
766,dark,3,2,twelve,1,8:34 AM,30840.00,8.57,7,H,mount,E,ran away,,E
767,dark,3,2,twelve,1,8:35 AM,30900.00,8.58,7,H,mount,W,pressed against wall,,W
768,dark,3,2,twelve,1,8:37 AM,31020.00,8.62,7,H,mount,W,pressed against wall,,W
769,dark,3,2,twelve,1,8:38 AM,31080.00,8.63,7,H,mount,W,pressed against wall,,W
770,dark,3,2,twelve,1,8:38 AM,31080.00,8.63,1,G,mating,R,stayed still,,R
771,dark,3,2,twelve,1,8:40 AM,31200.00,8.67,7,H,mount,E,n/a,,E
772,dark,3,2,twelve,1,8:41 AM,31260.00,8.68,7,H,mount,W,pressed against wall,,W
773,dark,3,2,twelve,1,8:43 AM,31380.00,8.72,10,B,mating,U,stayed still,,U
774,dark,3,2,twelve,1,8:45 AM,31500.00,8.75,7,E,mating,W,stayed still,,W
775,dark,3,2,twelve,1,8:56 AM,32160.00,8.93,7,H,mount,W,stayed still,7. can't get under 0:,W
776,dark,3,2,twelve,1,8:58 AM,32280.00,8.97,8,D,mount,M,stayed still,,M
777,dark,3,2,twelve,1,9:04 AM,32640.00,9.07,9,L,mount,O,,,O
778,dark,3,2,twelve,1,9:22 AM,33720.00,9.37,11,J,mount,I,,,I
779,dark,3,2,twelve,1,9:26 AM,33960.00,9.43,11,I,mount,J,,,J
780,dark,3,2,twelve,1,9:27 AM,34020.00,9.45,11,J,mount,I,,,I
781,dark,3,2,twelve,1,10:27 AM,37620.00,10.45,11,J,mount,I,,,I
782,dark,3,2,twelve,1,10:29 AM,37740.00,10.48,9,C,mount,L,,,L
783,dark,3,2,twelve,1,10:30 AM,37800.00,10.50,9,K,mount,C,,,C
784,dark,3,2,twelve,1,10:34 AM,38040.00,10.57,outside 9,D,mount,L,stayed still,,L
785,dark,3,2,twelve,1,10:36 AM,38160.00,10.60,7,H,mount,E,,,E
786,dark,3,2,twelve,1,10:37 AM,38220.00,10.62,8,J,mating,M,,,M
787,dark,3,2,twelve,1,10:43 AM,38580.00,10.72,outside 9,C,mount,F,shook a lot and ran around with .2 on it,,F
788,dark,3,2,twelve,1,10:44 AM,38640.00,10.73,8,J,mount,N,,,N
789,dark,3,2,twelve,1,10:46 AM,38760.00,10.77,open,C,mount,M,ran away,,M
790,dark,3,2,twelve,1,10:49 AM,38940.00,10.82,outside 7,L,mating,M,walk around a little,,M
791,dark,3,2,twelve,1,11:19 AM,40740.00,11.32,8,E,mount,N,ran away,,N
792,dark,3,2,twelve,1,12:14 PM,44040.00,12.23,outside 11,I,mating,T,"walked around and into 11, then ran back out; shaking a lot, entered 5 ",,T
793,dark,3,2,twelve,1,12:21 PM,44460.00,12.35,8,E,mount,V,ran away,,V
794,dark,3,2,twelve,1,12:22 PM,44520.00,12.37,9,D,mount,P,ran away and out of sheter,,P
795,dark,3,2,twelve,1,12:22 PM,44520.00,12.37,open,H,mount,T,,,T
796,dark,3,2,twelve,1,12:23 PM,44580.00,12.38,open,D,mount,M,ran away,,M
797,dark,3,2,twelve,1,12:28 PM,44880.00,12.47,open,H,mount,V,walking around and shaking while .7 on her,.7 continued to ride on her for several minutes as she walked around the arena,V
798,dark,3,2,twelve,1,12:34 PM,45240.00,12.57,outside 7,L,mating,W,stayed still,,W
799,dark,3,2,twelve,1,1:01 PM,46860.00,13.02,open,L,mount,Q,ran away,,Q
800,dark,3,2,twelve,1,1:01 PM,46860.00,13.02,open,Q,mount,P,ran away,,P
801,dark,3,2,twelve,1,1:13 PM,47580.00,13.22,open,H,mount,F,running around ,,F
802,dark,3,2,twelve,1,1:15 PM,47700.00,13.25,open,H,mount,E,ran away,,E
803,dark,3,2,twelve,1,1:16 PM,47760.00,13.27,open,H,mating,R,running around and shaking vigorously,continued riding on 5. for several minutes after mating finished,R
804,dark,3,2,twelve,1,1:17 PM,47820.00,13.28,open,D,mount,B,shook male off,,B
805,dark,3,2,twelve,1,1:21 PM,48060.00,13.35,open,I,mating,X,,,X
806,dark,3,2,twelve,1,1:24 PM,48240.00,13.40,open,H,mount,T,ran away and into shelter 8,,T
807,dark,3,2,twelve,1,1:32 PM,48720.00,13.53,open,H,mount,S,running around and shaking vigorously,,S
808,dark,3,2,twelve,1,1:34 PM,48840.00,13.57,open,H,mount,U,,,U
809,dark,3,2,twelve,1,1:35 PM,48900.00,13.58,open,G,mating,Q,walked around,,Q
810,dark,3,2,twelve,1,1:37 PM,49020.00,13.62,open,H,mount,V,,,V
811,dark,3,2,twelve,1,1:42 PM,49320.00,13.70,open,H,mount,R,ran away,,R
812,dark,3,2,twelve,1,1:50 PM,49800.00,13.83,open,D,mount,Q,stayed still,,Q
813,dark,3,2,twelve,1,2:09 PM,50940.00,14.15,open,H,mount,M,ran away,,M
814,dark,3,2,twelve,1,2:12 PM,51120.00,14.20,open,L,mount,N,ran away,,N
815,dark,3,2,twelve,1,2:17 PM,51420.00,14.28,open,B,mount,R,,,R
816,dark,3,2,twelve,1,2:19 PM,51540.00,14.32,open,B,mount,R,ran around until .1 fell off,,R
817,dark,3,2,twelve,1,2:25 PM,51900.00,14.42,open,D,mating,Q,walked around,,Q
818,dark,3,2,twelve,1,2:29 PM,52140.00,14.48,outside 7,G,mount,S,ran away,,S
819,dark,3,2,twelve,1,2:34 PM,52440.00,14.57,outside 5,D,mount,V,ran away,,V
820,dark,3,2,twelve,1,2:37 PM,52620.00,14.62,open,K,mount,F,shook and then ran away,,F
821,dark,3,2,twelve,1,2:38 PM,52680.00,14.63,9,B,mount,O,pressed against wall,,O
822,dark,3,2,twelve,1,2:40 PM,52800.00,14.67,open,B,mating,N,,,N
823,dark,3,2,twelve,1,2:41 PM,52860.00,14.68,open,L,mount,B,n/a,,B
824,dark,3,2,twelve,1,3:02 PM,54120.00,15.03,open,L,mount,Q,,,Q
825,dark,3,2,twelve,1,3:04 PM,54240.00,15.07,12,J,mount,R,,,R
826,dark,3,2,twelve,1,3:05 PM,54300.00,15.08,open,L,mount,P,ran away,,P
827,dark,3,2,twelve,1,3:27 PM,55620.00,15.45,1,E,mount,R,ran away,,R
828,dark,3,2,twelve,1,3:35 PM,56100.00,15.58,open,D,mount,P,,,P
829,dark,3,2,twelve,1,4:14 PM,58440.00,16.23,open,B,mount,P,walked away,.1 spent a while trying to get under but couldn't ,P
830,dark,3,2,twelve,1,4:21 PM,58860.00,16.35,9,B,mount,M,ran away ,stayed mounted for a while (~5 sec) ,M
831,dark,3,2,twelve,1,4:24 PM,59040.00,16.40,outside 7,L,mount,I,,,I
832,dark,3,2,twelve,1,4:24 PM,59040.00,16.40,3,E,mount,P,walking around,,P
833,dark,3,2,twelve,1,4:25 PM,59100.00,16.42,3,C,mount,E,was mounted on 3.,,E
834,dark,3,2,twelve,1,4:25 PM,59100.00,16.42,3,C,mount,P,was being mounted by .4,,P
835,dark,3,2,twelve,1,4:27 PM,59220.00,16.45,open,L,mount,Q,stayed still,prolonged mount but male couldn't get under,Q
836,dark,3,2,twelve,1,4:30 PM,59400.00,16.50,open,L,mount,Q,walking around,prolonged mount; male just riding on 4. for about a minute,Q
837,dark,3,2,twelve,1,4:31 PM,59460.00,16.52,open,L,mount,U,stayed still,,U
838,dark,3,2,twelve,1,4:38 PM,59880.00,16.63,open,L,mount,R,"ran away first, then when 5. got on her she was pressed against the wall under :1 left then she ran away",,R
839,dark,3,2,twelve,1,4:46 PM,60360.00,16.77,outside 3,C,mating,W,walked around and into shelter 5,,W
840,dark,3,2,twelve,2,10:12 AM,36720.00,34.20,3,I,mount,J,moved forward,,J
841,dark,3,2,twelve,2,10:35 AM,38100.00,34.58,5,L,mount,N,N/A,:1 stayed on 1.,N
842,dark,3,2,twelve,2,10:39 AM,38340.00,34.65,outside,H,mating,Q,N/A,"4. started walking around at 10:40, tried to climb up wall at 10:41, fully climbed on wall at 10:43",Q
843,dark,3,2,twelve,2,10:47 AM,38820.00,34.78,10,H,mount,O,N/A,".7 shake on top, 2. started walking at 10:48",O
844,dark,3,2,twelve,2,10:50 AM,39000.00,34.83,10,H,mount,C,N/A,,C
845,dark,3,2,twelve,2,11:17 AM,40620.00,35.28,outside,H,mating,Q,N/A,"4. started walking at 11:18 AM, climbed up on shelter 11 at 11:20 AM, climbed on wall at 11:24 AM, stopped walking at 11:26 AM, started again at 11:27 AM, stopped at 11:30 AM, seperated at 11:31 AM",Q
846,dark,3,2,twelve,2,11:36 AM,41760.00,35.60,outside,H,mating,Q,walked,,Q
847,dark,3,2,twelve,2,11:37 AM,41820.00,35.62,7,H,mount,T,N/A,,T
848,dark,3,2,twelve,2,11:45 AM,42300.00,35.75,3,E,mount,J,N/A,,J
849,dark,3,2,twelve,2,12:00 PM,43200.00,36.00,outside 7,H,mount,P,N/A,,P
850,dark,3,2,twelve,2,12:17 PM,44220.00,36.28,3,F,mount,V,9. ran to enterance of shelter,,V
851,dark,3,2,twelve,2,12:22,44520.00,36.37,outside,H,mount,Q,N/A,,Q
852,dark,3,2,twelve,2,12:23 PM,44580.00,36.38,outside,H,mount,Q,N/A,,Q
853,dark,3,2,twelve,2,12:24 PM,44640.00,36.40,outside,H,mount,P,walked with .7 on top,,P
854,dark,3,2,twelve,2,12:25 PM,44700.00,36.42,outside,H,mount,P,N/A,,P
855,dark,3,2,twelve,2,12:30 PM,45000.00,36.50,outside,H,mount,Q,walked around with .7 on top,,Q
856,dark,3,2,twelve,2,12:33 PM,45180.00,36.55,outside,H,mount,P,walked around with .7 on top,,P
857,dark,3,2,twelve,2,12:38 PM,45480.00,36.63,outside,H,mount,P,N/A,,P
858,dark,3,2,twelve,2,12:39PM,#VALUE!,#VALUE!,outside,H,mount,P,N/A,,P
859,dark,3,2,twelve,2,12:40 PM,45600.00,36.67,outside,H,mount,P,walked around with .7 on top,likely mated as .7 was on top until12:45 PM,P
860,dark,3,2,twelve,2,12:43 PM,45780.00,36.72,outside 2,K,mount,I,.8 ran away,,I
861,dark,3,2,twelve,2,12:43 PM,45780.00,36.72,2,I,mount,K,N/A,,K
862,dark,3,2,twelve,2,12:47 PM,46020.00,36.78,outsode 2,K,mount,I,N/A,,I
863,dark,3,2,twelve,2,12:48 PM,46080.00,36.80,outside,H,mount,P,N/A,,P
864,dark,3,2,twelve,2,1:05 PM,47100.00,37.08,open,H,mount,unknown,,,NA
865,dark,3,2,twelve,2,1:18 PM,47880.00,37.30,open,H,mount,Q,running around until .7 got off,,Q
866,dark,3,2,twelve,2,1:20 PM,48000.00,37.33,open,H,mount,Q,na,,Q
867,dark,3,2,twelve,2,1:23 PM,48180.00,37.38,open,I,mating,Q,stayed still then walked around,,Q
868,dark,3,2,twelve,2,1:25 PM,48300.00,37.42,open,H,mating,N,walked around a bit,,N
869,dark,3,2,twelve,2,1:29 PM,48540.00,37.48,open,H,mount,P,walking around,jumped onto wall to mount 3. who was on the wall,P
870,dark,3,2,twelve,2,1:33 PM,48780.00,37.55,9,B,mount,Q,ran away and out of shelter,,Q
871,dark,3,2,twelve,2,1:36 PM,48960.00,37.60,open,H,mount,P,walking around,.7 on 3. as she walks around for a while,P
872,dark,3,2,twelve,2,1:41 PM,49260.00,37.68,2,K,mount,W,pressed against wall,,W
873,dark,3,2,twelve,2,1:44 PM,49440.00,37.73,open,I,mount,P,ran away,,P
874,dark,3,2,twelve,2,1:45 PM,49500.00,37.75,open,H,mount,P,stayed still,,P
875,dark,3,2,twelve,2,1:45 PM,49500.00,37.75,open,H,mount,Q,,.7 was mounting 3. and then jumped to mount 4.,Q
876,dark,3,2,twelve,2,2:05 PM,50700.00,38.08,2,K,mount,P,ran away and then pressed against wall,,P
877,dark,3,2,twelve,2,2:07 PM,50820.00,38.12,open,H,mount,P,,,P
878,dark,3,2,twelve,2,2:08 PM,50880.00,38.13,open,I,mount,B,pointed end of abdomen into the air,,B
879,dark,3,2,twelve,2,2:09 PM,50940.00,38.15,5,L,mount,D,stayed still,,D
880,dark,3,2,twelve,2,2:15 PM,51300.00,38.25,open,H,mount,Q,ran away,,Q
881,dark,3,2,twelve,2,2:15 PM,51300.00,38.25,open,H,mount,I,shook a lot then ran away,,I
882,dark,3,2,twelve,2,2:24 PM,51840.00,38.40,open,H,mount,F,shook body,,F
883,dark,3,2,twelve,2,2:32 PM,52320.00,38.53,open,F,mount,P,ran away,,P
884,dark,3,2,twelve,2,2:35 PM,52500.00,38.58,9,B,mating,T,na,,T
885,dark,3,2,twelve,2,2:36 PM,52560.00,38.60,open,F,mount,H,ran away,,H
886,dark,3,2,twelve,2,2:38 PM,52680.00,38.63,open,I,mount,V,stayed still,,V
887,dark,3,2,twelve,2,2:47 PM,53220.00,38.78,2,K,mount,Q,ran away and pressed against wall,,Q
888,dark,3,2,twelve,2,3:05 PM,54300.00,39.08,10,H,mount,Q,ran around and out of shelter,,Q
889,dark,3,2,twelve,2,3:06 PM,54360.00,39.10,open,H,mount,P,,,P
890,dark,3,2,twelve,2,3:13 PM,54780.00,39.22,open,F,mount,T,ran away,,T
891,dark,3,2,twelve,2,3:16 PM,54960.00,39.27,outside 5,D,mating,Q,stayed still,,Q
892,dark,3,2,twelve,2,3:19 PM,55140.00,39.32,open,H,mount,P,stayed still then ran away,,P
893,dark,3,2,twelve,2,3:22 PM,55320.00,39.37,open,H,mount,Q,stayed still,.7 can't get under; 4. kinda flat against floor,Q
894,dark,3,2,twelve,2,3:24 PM,55440.00,39.40,open,H,mating,Q,walked around,,Q
895,dark,3,2,twelve,2,3:25 PM,55500.00,39.42,open,I,mount,P,ran away,.7 continued riding on 4. for several minutes,P
896,dark,3,2,twelve,2,3:31 PM,55860.00,39.52,open,I,mount,P,ran away,,P
897,dark,3,2,twelve,2,3:31 PM,55860.00,39.52,open,I,mount,H,walked away,.7 was on 4.,H
898,dark,3,2,twelve,2,3:46 PM,56760.00,39.77,open,H,mount,P,stayed still,,P
899,dark,3,2,twelve,2,4:06 PM,57960.00,40.10,open,H,mating,W,walking around,,W
900,dark,3,2,twelve,2,4:32 PM,59520.00,40.53,outside 6,I,mount,Q,,,Q
901,dark,3,2,twelve,2,4:45 PM,60300.00,40.75,4,G,mating,O,na,,O
902,dark,3,2,twelve,3,10:42 AM,38520.00,58.70,11,H,mount,W,N/A,,W
903,dark,3,2,twelve,3,10:43 AM,38580.00,58.72,11,H,mount,W,N/A,,W
904,dark,3,2,twelve,3,11:12 AM,40320.00,59.20,1,H,mount,N,N/A,got off at 11:14 AM,N
905,dark,3,2,twelve,3,11:15 AM,40500.00,59.25,2,K,mount,P,ran away,3. bumped and :0 jumped on 3. and exited shelter,P
906,dark,3,2,twelve,3,11:15 AM,40500.00,59.25,1,H,mount,N,N/A,got off at 11:16 AM,N
907,dark,3,2,twelve,3,11:18 AM,40680.00,59.30,outside,H,mount,Q,N/A,"4. approached .7 and .7 jumped on, 4. started walking at 11:19 AM, stopped at 11:21 AM, started again at 11:23 AM, got off at 11:24 AM",Q
908,dark,3,2,twelve,3,11:25 AM,41100.00,59.42,outside,H,mount,P,,seperated at 11:26 AM,P
909,dark,3,2,twelve,3,11:26 AM,41160.00,59.43,6,F,mount,I,N/A,,I
910,dark,3,2,twelve,3,11:36 AM,41760.00,59.60,4,G,mount,O,N/A,stayed on top,O
911,dark,3,2,twelve,3,11:40 AM,42000.00,59.67,outside,H,mount,Q,walked with .7 on top,got off at 11:41 AM,Q
912,dark,3,2,twelve,3,11:43 AM,42180.00,59.72,4,G,mount,O,N/A,,O
913,dark,3,2,twelve,3,11:45 AM,42300.00,59.75,4,G,mount,O,N/A,,O
914,dark,3,2,twelve,3,12:03 PM,43380.00,60.05,6,I,mount,F,N/A,stayed on top,F
915,dark,3,2,twelve,3,12:07 PM,43620.00,60.12,outside,L,mount,Q,N/A,4. had approached,Q
916,dark,3,2,twelve,3,12:19 PM,44340.00,60.32,3,E,mount,M,N/A,,M
917,dark,3,2,twelve,3,12:23 PM,44580.00,60.38,outside 5,H,mount,O,N/A,,O
918,dark,3,2,twelve,3,12:23 PM,44580.00,60.38,3,K,mount,Q,walked into 3,".4 jumped on :0, then .9 jumped on .4, both got off but :0 stayed on then .9 jumped on, touched 0. who moved away, :0 got off at 12:30 PM",Q
919,dark,3,2,twelve,3,12:23 PM,44580.00,60.38,3,E,mount,K,unknown,,K
920,dark,3,2,twelve,3,12:23 PM,44580.00,60.38,3,J,mount,E,unknown,,E
921,dark,3,2,twelve,3,12:23 PM,44580.00,60.38,3,J,mount,K,unknown,,K
922,dark,3,2,twelve,3,12:28 PM,44880.00,60.47,out,F,mount,H,N/A,,H
923,dark,3,2,twelve,3,12:30 PM,45000.00,60.50,outside 30,J,mount,M,N/A,stayed on until 12:35 PM,M
924,dark,3,2,twelve,3,12:32 PM,45120.00,60.53,outside,H,mount,Q,N/A,,Q
925,dark,3,2,twelve,3,12:36 PM,45360.00,60.60,outside,F,mount,P,N/A,got off at 12:36 PM,P
926,dark,3,2,twelve,3,12:38 PM,45480.00,60.63,3,H,mount,M,N/A,,M
927,dark,3,2,twelve,3,12:38 PM,45480.00,60.63,3,E,mount,H,,,H
928,dark,3,2,twelve,3,12:41 PM,45660.00,60.68,3,E,mount,P,N/A,"much acitvity, many bugs moved out of area",P
929,dark,3,2,twelve,3,12:43 PM,45780.00,60.72,outside,F,mount,H,,,H
930,dark,3,2,twelve,3,12:46 PM,45960.00,60.77,outside 3,L,mount,J,entered shelter,,J
931,dark,3,2,twelve,3,1:05 PM,47100.00,61.08,outside 2,J,mount,O,ran away,,O
932,dark,3,2,twelve,3,1:06 PM,47160.00,61.10,open,L,mount,Q,ran away,,Q
933,dark,3,2,twelve,3,1:09 PM,47340.00,61.15,open,K,mount,M,stayed still,,M
934,dark,3,2,twelve,3,1:15 PM,47700.00,61.25,open,D,mating,Q,,,Q
935,dark,3,2,twelve,3,1:33 PM,48780.00,61.55,outside 7,L,mating,O,"stayed still for a bit, then entered shelter 7",,O
936,dark,3,2,twelve,3,1:35 PM,48900.00,61.58,open,B,mount,U,ran around and entered 9,,U
937,dark,3,2,twelve,3,1:37 PM,49020.00,61.62,open,F,mount,P,ran away,,P
938,dark,3,2,twelve,3,1:38 PM,49080.00,61.63,outside 1,K,mount,O,walked away,,O
939,dark,3,2,twelve,3,1:39 PM,49140.00,61.65,open,C,mount,M,ran away,,M
940,dark,3,2,twelve,3,1:40 PM,49200.00,61.67,open,L,mount,M,ran away,,M
941,dark,3,2,twelve,3,1:42 PM,49320.00,61.70,open,E,mating,X,stayed still,,X
942,dark,3,2,twelve,3,1:43 PM,49380.00,61.72,opeen,G,mount,W,ran away,,W
943,dark,3,2,twelve,3,1:44 PM,49440.00,61.73,open,H,mount,H,ran away,,H
944,dark,3,2,twelve,3,1:45 PM,49500.00,61.75,open,F,mount,P,ran away,,P
945,dark,3,2,twelve,3,1:46 PM,49560.00,61.77,open,E,mount,X,walked away,,X
946,dark,3,2,twelve,3,1:48 PM,49680.00,61.80,open,L,mount,P,,,P
947,dark,3,2,twelve,3,1:48 PM,49680.00,61.80,open,H,mount,M,ran away,,M
948,dark,3,2,twelve,3,2:01 PM,50460.00,62.02,open,E,mount,U,ran away,,U
949,dark,3,2,twelve,3,2:05 PM,50700.00,62.08,open,K,mount,P,"running around, flipped upside down",,P
950,dark,3,2,twelve,3,2:07 PM,50820.00,62.12,open,E,mount,Q,ran away,,Q
951,dark,3,2,twelve,3,2:10 PM,51000.00,62.17,open,B,mount,U,was against a shelter wall,male couldn't get under,U
952,dark,3,2,twelve,3,2:13 PM,51180.00,62.22,open,H,mount,C,ran away,,C
953,dark,3,2,twelve,3,2:17 PM,51420.00,62.28,1,G,mount,O,ran away and out of shelter,,O
954,dark,3,2,twelve,3,2:17 PM,51420.00,62.28,outside 1,K,mount,O,stayed still then ran away,,O
955,dark,3,2,twelve,3,2:23 PM,51780.00,62.38,open,K,mount,Q,stayed still,,Q
956,dark,3,2,twelve,3,2:24 PM,51840.00,62.40,open,K,mount,Q,stayed still,:0 couldn't get under,Q
957,dark,3,2,twelve,3,2:26 PM,51960.00,62.43,outside 7,E,mount,Q,ran inside shelter 7,,Q
958,dark,3,2,twelve,3,2:31 PM,52260.00,62.52,open,H,mount,X,running around frantically,.7 couldn't bend body to get under(fed),X
959,dark,3,2,twelve,3,2:33 PM,52380.00,62.55,outside 1,K,mount,Q,walked around,,Q
960,dark,3,2,twelve,3,2:37 PM,52620.00,62.62,open,C,mating,S,"stayed still for about a minute, then started running around and entered 10",,S
961,dark,3,2,twelve,3,2:40 PM,52800.00,62.67,7,F,mount,B,,,B
962,dark,3,2,twelve,3,2:42 PM,52920.00,62.70,outside 1,K,mating,P,walking around,,P
963,dark,3,2,twelve,3,2:43 PM,52980.00,62.72,open,E,mount,R,stayed still,,R
964,dark,3,2,twelve,3,2:45 PM,53100.00,62.75,open,K,mount,Q,ran away,,Q
965,dark,3,2,twelve,3,2:45 PM,53100.00,62.75,open,K,mount,E,na,:0 got off shortly,E
966,dark,3,2,twelve,3,2:49 PM,53340.00,62.82,open,H,mount,P,stayed still,.7 couldn't bend body to get under(fed),P
967,dark,3,2,twelve,3,3:26 PM,55560.00,63.43,7,H,mount,X,stayed still,.7 couldn't get under,X
968,dark,3,2,twelve,3,3:27 PM,55620.00,63.45,outside 1,G,mount,T,walking around; entered 1,.6 just stayed on for several minutes,T
969,dark,3,2,twelve,3,3:29 PM,55740.00,63.48,1,G,mount,T,pressed against wall,male can't get under,T
970,dark,3,2,twelve,3,3:46 PM,56760.00,63.77,outside 7,K,mating,R,walked around; then stayed still for a while,,R
971,dark,3,2,twelve,3,4:38 PM,59880.00,64.63,open,F,mount,R,stayed still,,R
972,dark,3,2,twelve,3,4:49 PM,60540.00,64.82,10,L,mating,W,stayed still,,W
973,dark,3,2,twelve,4,12:38 PM,45480.00,84.63,10,L,mount,K,moved away ,,K
974,dark,3,2,twelve,4,1:14 PM,47640.00,85.23,outside 7,E,mount,Q,stayed still for a bit then ran away,.4 seemed to just get off on his own after a few seconds,Q
975,dark,3,2,twelve,4,1:17 PM,47820.00,85.28,outside 7,E,mount,P,ran away and into shelter 7,,P
976,dark,3,2,twelve,4,1:38 PM,49080.00,85.63,3,H,mount,J,na,,J
977,dark,3,2,twelve,4,1:38 PM,49080.00,85.63,3,J,mount,H,,,H
978,dark,3,2,twelve,4,1:39 PM,49140.00,85.65,3,J,mount,I,,,I
979,dark,3,2,twelve,4,1:47 PM,49620.00,85.78,outside 3,J,mount,I,na,both just hanging out near the door of shelter 3,I
980,dark,3,2,twelve,4,2:25 PM,51900.00,86.42,5,D,mount,Q,ran away,,Q
981,dark,3,2,twelve,4,2:34 PM,52440.00,86.57,3,H,mount,I,,,I
982,dark,3,2,twelve,4,2:34 PM,52440.00,86.57,3,I,mount,J,,,J
983,dark,3,2,twelve,4,2:34 PM,52440.00,86.57,3,H,mount,I,,,I
984,dark,3,2,twelve,4,2:40 PM,52800.00,86.67,open,I,mount,P,stayed still for a bit then ran away,,P
985,dark,3,2,twelve,4,2:45 PM,53100.00,86.75,open,K,mating,Q,stayed still then walked around for a bit,,Q
986,dark,3,2,twelve,4,2:49 PM,53340.00,86.82,outside 3,J,mount,P,ran away and into shelter 2,,P
987,dark,3,2,twelve,4,3:06 PM,54360.00,87.10,open,K,mount,Q,stayed still for a bit then ran away,,Q
988,dark,3,2,twelve,4,3:09 PM,54540.00,87.15,open,K,mount,Q,ran away,,Q
989,dark,3,2,twelve,4,3:18 PM,55080.00,87.30,9,K,mount,V,na,,V
990,dark,3,2,twelve,4,3:18 PM,55080.00,87.30,outside 11,I,mount,Q,walked away after,,Q
991,dark,3,2,twelve,4,3:35 PM,56100.00,87.58,7,J,mount,Q,tried to run away and pressed against wall,,Q
992,dark,3,2,twelve,4,3:38 PM,56280.00,87.63,outside 6,L,mount,Q,ran away,,Q
993,dark,3,2,twelve,4,3:40 PM,56400.00,87.67,outside 7,L,mount,J,ran away,,J
994,dark,3,2,twelve,4,3:48 PM,56880.00,87.80,8,E,mount,J,,,J
995,dark,3,2,twelve,4,4:10 PM,58200.00,88.17,1,B,mount,W,na,,W
996,dark,3,2,twelve,4,4:33 PM,59580.00,88.55,8,J,mount,L,ran away,,L
997,dark,3,2,twelve,4,4:37 PM,59820.00,88.62,9,I,mount,F,ran away and into shelter 9,,F
998,dark,3,2,twelve,4,4:47 PM,60420.00,88.78,8,I,mount,W,ran away and into corner,,W
999,dark,3,2,twelve,4,4:49 PM,60540.00,88.82,8,J,mount,I,na,,I
1000,dark,3,2,twelve,5,9:14 AM,33240.00,105.23,8,J,mount,T,na,,T
1001,dark,3,2,twelve,5,10:34 AM,38040.00,106.57,8,J,mating,P,3. ran away but .9 stayed on 3.'s back ,,P
1002,dark,3,2,twelve,5,11:39 AM,41940.00,107.65,8,J,mating,R,na,stayed In contact ,R
