,network,block,treatment,day,time_hour_abs,focal_individual,behaviour,social_partner,partner_response,notes,partner_sex,mating_recency
668,3,2,twelve,3,59.25,K,mount,P,ran away,3. bumped and :0 jumped on 3. and exited shelter,female,50.72
669,3,2,twelve,3,59.25,H,mount,N,N/A,got off at 11:16 AM,female,21.83
670,3,2,twelve,2,41.19,B,mating,Q,moved around,,female,1.79
671,3,2,twelve,3,59.42,H,mount,P,,seperated at 11:26 AM,female,50.89
672,3,2,twelve,3,59.6,G,mount,O,N/A,stayed on top,female,18.85
673,3,2,twelve,2,41.25,B,mount,Q,ran away,,female,0.06
674,3,2,twelve,3,59.72,G,mount,O,N/A,,female,18.97
675,3,2,twelve,3,59.75,G,mount,O,N/A,,female,19
676,3,2,twelve,3,59.3,H,mount,Q,N/A,"4. approached .7 and .7 jumped on, 4. started walking at 11:19 AM, stopped at 11:21 AM, started again at 11:23 AM, got off at 11:24 AM",female,18.11
677,3,2,twelve,1,17.36,G,mount,M,moved into corner,,female,6.54
678,3,2,twelve,3,60.38,H,mount,O,N/A,,female,19.63
679,3,2,twelve,3,59.67,H,mount,Q,walked with .7 on top,got off at 11:41 AM,female,18.48
680,3,2,twelve,3,60.32,E,mount,M,N/A,,female,49.5
681,3,2,twelve,3,60.12,L,mount,Q,N/A,4. had approached,female,18.93
682,3,2,twelve,3,60.6,F,mount,P,N/A,got off at 12:36 PM,female,52.07
683,3,2,twelve,3,60.5,J,mount,M,N/A,stayed on until 12:35 PM,female,49.68
684,3,2,twelve,3,60.68,E,mount,P,N/A,"much acitvity, many bugs moved out of area",female,52.15
685,3,2,twelve,3,61.08,J,mount,O,ran away,,female,20.33
686,3,2,twelve,3,60.38,K,mount,Q,walked into 3,".4 jumped on :0, then .9 jumped on .4, both got off but :0 stayed on then .9 jumped on, touched 0. who moved away, :0 got off at 12:30 PM",female,19.19
687,3,2,twelve,3,60.63,H,mount,M,N/A,,female,49.81
688,3,2,twelve,3,60.53,H,mount,Q,N/A,,female,19.34
689,3,2,twelve,3,61.55,L,mating,O,"stayed still for a bit, then entered shelter 7",,female,20.8
690,3,2,twelve,1,18.03,L,mount,U,NA,,female,9.31
691,3,2,twelve,3,61.62,F,mount,P,ran away,,female,53.09
692,3,2,twelve,3,61.63,K,mount,O,walked away,,female,0.08
693,3,2,twelve,3,61.15,K,mount,M,stayed still,,female,50.33
694,3,2,twelve,3,61.65,C,mount,M,ran away,,female,50.83
695,3,2,twelve,1,17.27,K,mating,X,started walking around and pushing :0 into wall at 17:23,male got off at 20:25,female,3.92
696,3,2,twelve,3,58.72,H,mount,W,N/A,,female,18.62
697,3,2,twelve,3,61.75,F,mount,P,ran away,,female,53.22
698,3,2,twelve,1,17.76,K,mount,X,NA then moved and started shaking at 13:02,* possibly a mating *Male got off at 13:22,female,4.41
699,3,2,twelve,3,61.8,L,mount,P,,,female,53.27
700,3,2,twelve,3,61.67,L,mount,M,ran away,,female,50.85
701,3,2,twelve,3,61.58,B,mount,U,ran around and entered 9,,female,52.86
702,3,2,twelve,3,62.08,K,mount,P,"running around, flipped upside down",,female,53.55
703,3,2,twelve,3,61.1,L,mount,Q,ran away,,female,19.91
704,3,2,twelve,3,62.02,E,mount,U,ran away,,female,53.3
705,3,2,twelve,3,62.28,G,mount,O,ran away and out of shelter,,female,0.73
706,3,2,twelve,3,62.28,K,mount,O,stayed still then ran away,,female,0.73
707,3,2,twelve,3,61.25,D,mating,Q,,,female,20.06
708,3,2,twelve,3,62.12,E,mount,Q,ran away,,female,0.87
709,3,2,twelve,3,62.38,K,mount,Q,stayed still,,female,1.13
710,3,2,twelve,3,61.7,E,mating,X,stayed still,,female,48.35
711,3,2,twelve,3,62.4,K,mount,Q,stayed still,:0 couldn't get under,female,1.15
712,3,2,twelve,1,17.46,G,mount,S,ran away,,female,N/A
713,3,2,twelve,3,62.7,K,mating,P,walking around,,female,54.17
714,3,2,twelve,1,17.38,G,mating,R,NA,male got off at 23:52,female,4.11
715,3,2,twelve,3,62.43,E,mount,Q,ran inside shelter 7,,female,1.18
716,3,2,twelve,3,62.82,H,mount,P,stayed still,.7 couldn't bend body to get under(fed),female,0.12
717,3,2,twelve,3,61.77,E,mount,X,walked away,,female,0.07
718,3,2,twelve,3,63.45,G,mount,T,walking around; entered 1,.6 just stayed on for several minutes,female,24.87
719,3,2,twelve,3,63.48,G,mount,T,pressed against wall,male can't get under,female,24.9
720,3,2,twelve,1,18.19,L,mount,R,NA,,female,0.81
721,3,2,twelve,3,62.72,E,mount,R,stayed still,,female,45.34
722,3,2,twelve,3,61.72,G,mount,W,ran away,,female,21.62
723,3,2,twelve,3,62.55,K,mount,Q,walked around,,female,1.3
724,3,2,twelve,4,85.28,E,mount,P,ran away and into shelter 7,,female,22.58
725,3,2,twelve,3,62.75,K,mount,Q,ran away,,female,1.5
726,3,2,twelve,4,86.67,I,mount,P,stayed still for a bit then ran away,,female,23.97
727,3,2,twelve,4,85.23,E,mount,Q,stayed still for a bit then ran away,.4 seemed to just get off on his own after a few seconds,female,23.98
728,3,2,twelve,4,86.82,J,mount,P,ran away and into shelter 2,,female,24.12
729,3,2,twelve,4,86.42,D,mount,Q,ran away,,female,25.17
730,3,2,twelve,4,86.75,K,mating,Q,stayed still then walked around for a bit,,female,25.5
731,3,2,twelve,4,87.3,K,mount,V,na,,female,N/A
732,3,2,twelve,4,87.1,K,mount,Q,stayed still for a bit then ran away,,female,0.35
733,3,2,twelve,4,87.15,K,mount,Q,ran away,,female,0.4
734,3,2,twelve,4,87.3,I,mount,Q,walked away after,,female,0.55
735,3,2,twelve,3,64.82,L,mating,W,stayed still,,female,24.72
736,3,2,twelve,4,80.41,J,mount,W,NA,,female,15.59
737,3,2,twelve,4,74.87,J,mount,T,NA,,female,36.29
738,3,2,twelve,5,106.57,J,mating,P,3. ran away but .9 stayed on 3.'s back ,,female,43.87
739,3,2,twelve,3,63.77,K,mating,R,walked around; then stayed still for a while,,female,46.39
740,3,2,twelve,5,105.23,J,mount,T,na,,female,66.65
741,3,2,twelve,4,87.58,J,mount,Q,tried to run away and pressed against wall,,female,0.83
742,3,2,twelve,3,64.63,F,mount,R,stayed still,,female,0.86
743,3,2,twelve,3,62.17,B,mount,U,was against a shelter wall,male couldn't get under,female,53.45
744,3,2,twelve,4,88.17,B,mount,W,na,,female,23.35
745,3,2,twelve,5,108.28,J,mating,T,na,,female,69.7
746,3,2,twelve,5,109.25,K,mating,V,walking around,,female,N/A
747,3,2,twelve,3,65.13,K,mating,R,NA,,female,1.36
748,3,2,twelve,5,109.32,H,mount,V,ran away and into shelter 11,,female,0.07
749,3,2,twelve,5,109.2,D,mount,T,pressed against wall then ran away,,female,0.92
750,3,2,twelve,5,109.42,I,mating,P,,,female,2.85
751,3,2,twelve,4,73.89,K,mating,N,NA,,female,36.47
752,3,2,twelve,4,87.63,L,mount,Q,ran away,,female,0.88
753,3,2,twelve,4,89.05,L,mating,R,tried running away,,female,23.92
754,3,2,twelve,5,109.77,G,mount,V,ran away,,female,0.52
755,3,2,twelve,5,107.65,J,mating,R,na,stayed In contact ,female,18.6
756,3,2,twelve,5,110,B,mount,V,run away,,female,0.75
757,3,2,twelve,1,17.94,L,mount,S,ran away,,female,N/A
758,3,2,twelve,3,62.62,C,mating,S,"stayed still for about a minute, then started running around and entered 10",,female,N/A
759,3,2,twelve,3,65.22,D,mating,S,ran away,,female,2.6
760,3,2,twelve,3,61.8,H,mount,M,ran away,,female,50.98
761,3,2,twelve,3,65.3,H,mount,M,moved away,,female,54.48
762,3,2,twelve,3,65.05,K,mount,U,NA,,female,56.33
763,3,2,twelve,5,110.35,B,mount,V,shaking vigorously ,,female,1.1
764,3,2,twelve,5,110.53,E,mount,V,shook him off,,female,1.28
765,3,2,twelve,5,110.53,E,mating,V,stayed still against wall,,female,1.28
766,3,2,twelve,5,110.13,G,mount,S,ran away,,female,47.51
767,3,2,twelve,5,110.15,G,mount,S,stayed still then ran away,.6 got off on his own then 6. ran away,female,47.53
768,3,2,twelve,5,110.68,B,mount,P,na,,female,1.26
769,3,2,twelve,3,65.42,H,mating,M,started walking at 25:49,,female,54.6
770,3,2,twelve,5,109.02,I,mount,R,ran away,,female,19.97
771,3,2,twelve,5,96.69,F,mount,Q,NA,male got off at 26:58,female,9.94
772,3,2,twelve,5,109.27,J,mount,R,ran away,,female,20.22
773,3,2,twelve,5,109,H,mating,Q,walking around then left shelter after,,female,22.25
774,3,2,twelve,5,109.57,J,mount,R,ran away,,female,20.52
775,3,2,twelve,5,109.5,H,mating,Q,"ran around, tried to climb wall, flipped upside down",,female,0.5
776,3,2,twelve,4,88.78,I,mount,W,ran away and into corner,,female,23.96
777,3,2,twelve,3,62.52,H,mount,X,running around frantically,.7 couldn't bend body to get under(fed),female,0.82
778,3,2,twelve,3,63.43,H,mount,X,stayed still,.7 couldn't get under,female,1.73
779,3,2,twelve,3,65.06,J,mount,X,ran away,,female,3.36
780,3,2,twelve,5,109.18,E,mount,W,,,female,44.36
781,3,2,twelve,5,112.43,J,mount,W,"stayed still, then reentered shelter 9",,female,47.61
782,3,2,twelve,5,109.8,E,mount,R,pressed against wall,looks like .4 couldn't get under cause he was fed,female,20.75
783,3,2,twelve,5,111.35,L,mating,Q,,,female,1.85
784,3,2,twelve,6,133.33,G,mount,W,stayed still,,female,68.51
785,3,2,twelve,6,133.52,G,mating,W,walking around,,female,68.7
786,3,2,twelve,6,133.82,E,mating,W,,,female,0.3
787,3,2,twelve,3,65.18,B,mount,X,NA,,female,3.48
788,3,2,twelve,6,134.7,K,mating,W,running around,,female,0.88
789,3,2,twelve,5,112.15,F,mount,Q,stayed still then ran away,,female,2.65
790,3,2,twelve,5,112.33,E,mount,Q,stayed still,looked like .4 couldn't get under,female,2.83
791,3,2,twelve,6,135.18,C,mount,W,,,female,0.48
792,3,2,twelve,3,65.24,B,mount,X,ran out from under,,female,3.54
793,3,2,twelve,5,110.23,J,mount,M,ran away,looked like .9 couldn't get under but he was trying to pin 0. down,female,44.81
794,3,2,twelve,5,111.2,E,mating,R,walking around a bit,,female,22.15
795,3,2,twelve,2,#VALUE!,H,mount,P,N/A,,female,N/A
796,3,2,twelve,5,110.17,F,mount,S,,,female,47.55
797,3,2,twelve,5,113.22,H,mount,X,NA,"possible mating, male got off at 14:03 on his own",female,51.52
798,3,2,twelve,5,110.57,H,mount,S,na,.7 got off on his own,female,47.95
799,3,2,twelve,5,109.17,G,mating,U,,,female,100.45
800,3,2,twelve,5,111.53,F,mount,R,na,looked like .5 couldn't get under,female,0.33
801,3,2,twelve,5,113.13,F,mating,Q,moved away slightly but remained under,,female,3.63
802,3,2,twelve,5,118.39,F,mating,Q,NA,*difficult to see if female is 4.,female,5.26
803,3,2,twelve,6,135.32,G,mount,W,ran away and out of shelter,,female,0.62
804,3,2,twelve,6,130.02,H,mount,X,N/A,,female,68.32
805,3,2,twelve,6,130.8,D,mount,X,N/A,,female,69.1
806,3,2,twelve,6,130.82,D,mount,X,N/A,,female,69.12
807,3,2,twelve,5,110.27,B,mount,M,pushed against arena wall,,female,44.85
808,3,2,twelve,5,110.8,E,mating,M,,,female,45.38
809,3,2,twelve,5,110.6,H,mount,S,na,.7 got off on his own,female,47.98
810,3,2,twelve,5,110.33,F,mount,U,,,female,1.16
811,3,2,twelve,5,112.27,D,mount,R,ran away,,female,1.07
812,3,2,twelve,4,89.04,K,mating,N,NA,,female,15.15
813,3,2,twelve,6,133.55,J,mating,R,"tried to run away at first, then stayed still",,female,22.35
814,3,2,twelve,5,109.47,F,mating,N,,,female,20.43
815,3,2,twelve,5,109.33,F,mating,T,,,female,1.05
816,3,2,twelve,6,136.53,I,mating,W,na,,female,1.83
817,3,2,twelve,6,135.23,D,mount,X,ran away into another corner of the shelter,,female,73.53
818,3,2,twelve,6,133.68,F,mount,Q,pressed against wall,,female,20.55
819,3,2,twelve,6,136.1,F,mount,Q,ran away and out of shelter,,female,22.97
820,3,2,twelve,6,136.43,H,mount,Q,ran into corner,,female,23.3
821,3,2,twelve,6,137.11,B,mount,V,Moved around,,female,26.58
822,3,2,twelve,6,138.13,G,mount,X,shook,,female,76.43
823,4,2,two,1,8.53,E,mating,N,stayed still,,female,N/A
824,4,2,two,1,8.55,G,mating,P,walked around and into shelter 1,,female,N/A
825,4,2,two,1,8.57,L,mating,U,stayed still in big group of bedbugs at corner of arena,,female,N/A
826,4,2,two,1,8.57,D,mating,X,stayed still,,female,N/A
827,4,2,two,1,8.6,K,mating,T,walking around,,female,N/A
828,4,2,two,1,8.62,L,mating,R,,,female,N/A
829,4,2,two,1,8.62,C,mating,P,stayed still,,female,0.07
830,4,2,two,1,8.65,K,mating,T,"tried to run away at first, then walked around during mating",,female,0.05
831,4,2,two,1,8.7,L,mating,O,,,female,N/A
832,4,2,two,1,8.72,H,mating,N,stayed still,,female,0.19
833,4,2,two,1,8.73,I,mating,T,walking around,.2 tried to mount 7. while .8 was mating with her,female,0.08
834,4,2,two,1,8.73,C,mount,T,unknown,,female,0
835,4,2,two,1,8.75,G,mating,Q,stayed still,,female,N/A
836,4,2,two,1,8.77,F,mating,R,stayed still,,female,0.15
837,4,2,two,1,8.78,C,mating,T,walking around,,female,0.05
838,4,2,two,1,8.8,L,mount,W,walking around,,female,N/A
839,4,2,two,1,8.95,K,mount,V,ran away,9. approached and bumped :0 first ,female,N/A
840,4,2,two,1,8.97,I,mating,Q,"upside down, staying still",,female,0.22
841,4,2,two,1,9.13,D,mating,W,staying still,,female,N/A
842,4,2,two,1,9.23,F,mating,W,walking around,,female,0.1
843,4,2,two,1,9.3,B,mating,X,walking around,,female,0.73
844,4,2,two,1,9.38,C,mating,V,stayed still,,female,N/A
845,4,2,two,1,9.43,G,mating,O,stayed still,,female,0.73
846,4,2,two,1,9.43,J,mount,P,ran away,,female,0.81
847,4,2,two,1,9.47,J,mount,W,ran away,,female,0.24
848,4,2,two,1,9.57,J,mating,M,walking around and entered shelter 1,,female,N/A
849,4,2,two,1,9.72,C,mount,W,ran away,,female,0.49
850,4,2,two,1,9.77,J,mount,S,stayed still,"looked like .9 couldn't get under, didn't seem like he was trying really hard tho",female,N/A
851,4,2,two,1,10.4,D,mount,W,"ran away, flipped upside down, frantically trying to flip backk over",,female,1.17
852,4,2,two,1,10.47,D,mount,V,ran away,,female,1.09
853,4,2,two,1,10.5,H,mount,P,ran away,,female,1.88
854,4,2,two,1,10.53,D,mount,P,ran away,"prolonged mount but .3 couldn't get under, 3. was walking and shaking quite a bit",female,1.91
855,4,2,two,1,10.62,K,mount,P,ran around very fast,prolonged mount,female,2
856,4,2,two,1,10.67,H,mount,U,ran away,,female,2.1
857,4,2,two,1,10.7,L,mount,X,,,female,1.4
858,4,2,two,1,11.07,H,mating,V,stayed still,,female,1.69
859,4,2,two,1,11.1,B,mating,O,stayed still in corner of arena,,female,1.67
860,4,2,two,1,11.18,D,mount,W,ran around then into shelter 1 where .3 fell off,,female,1.95
861,4,2,two,1,11.32,L,mount,O,stayed still,,female,0.22
862,4,2,two,1,11.48,B,mount,V,ran away,,female,0.41
863,4,2,two,1,12.17,A,mount,O,,,female,1.07
864,4,2,two,1,12.25,J,mount,U,,,female,3.68
865,4,2,two,1,12.28,F,mount,N,running around vigorously ,".5 very large from feeding, can't seem to get under",female,3.56
866,4,2,two,1,12.28,J,mount,M,running all over arena,,female,2.71
867,4,2,two,1,12.33,C,mount,W,,.2 couldn't get under,female,3.1
868,4,2,two,1,12.35,F,mount,U,,.5 couldn't get under,female,3.78
869,4,2,two,1,12.38,G,mount,M,ran away,,female,2.81
870,4,2,two,1,12.43,F,mount,Q,stayed still,seemed like .5 couldn't get under,female,3.46
871,4,2,two,1,12.43,A,mount,Q,stayed still then ran away,seemed like .0 couldn't get under,female,3.46
872,4,2,two,1,12.45,C,mount,P,,,female,3.83
873,4,2,two,1,12.48,C,mount,P,walked around,male couldn't get under,female,3.86
874,4,2,two,1,12.48,F,mount,U,"pressed against wall, then ran away",,female,3.91
875,4,2,two,1,12.5,C,mount,Q,stayed still then ran away,male couldn't get under,female,3.53
876,4,2,two,1,12.55,B,mount,Q,,,female,3.58
877,4,2,two,1,12.57,A,mount,P,ran away and out of shelter,,female,3.95
878,4,2,two,1,12.62,C,mount,T,ran away,,female,3.84
879,4,2,two,1,12.63,F,mount,N,,male couldn't get under,female,3.91
880,4,2,two,1,12.65,F,mount,S,ran away,,female,N/A
881,4,2,two,1,12.67,F,mount,U,walked away,,female,4.1
882,4,2,two,1,12.68,F,mount,U,ran away,,female,4.11
883,4,2,two,1,12.7,H,mount,P,stayed still,.7 couldn't get under,female,4.08
884,4,2,two,1,12.73,F,mount,R,stayed still then ran away,.5 couldn't get under,female,3.96
885,4,2,two,1,12.73,C,mating,N,ran around,,female,4.01
886,4,2,two,1,12.77,F,mount,T,"curled against wall, then ran away when .5 stopped",,female,3.99
887,4,2,two,1,12.8,H,mount,M,staysed still then ran away,male couldn't get under,female,3.23
888,4,2,two,1,13.17,E,mount,P,ran away to other side of shetler,,female,4.55
889,4,2,two,1,13.18,E,mount,U,ran away and out of shelter,,female,4.61
890,4,2,two,1,13.2,H,mount,N,ran away,,female,0.47
891,4,2,two,1,13.2,F,mating,M,stayed still,,female,3.63
892,4,2,two,1,13.27,J,mount,P,pressed against the arena wall,,female,4.65
893,4,2,two,1,13.33,F,mount,O,,,female,2.23
894,4,2,two,1,13.33,H,mount,O,,,female,2.23
895,4,2,two,1,13.37,F,mount,X,ran away,,female,4.07
896,4,2,two,1,13.38,J,mount,V,walking around then walked away,couldn't get under,female,2.31
897,4,2,two,1,13.4,H,mount,P,ran away,,female,4.78
898,4,2,two,1,13.55,J,mount,U,,,female,4.98
899,4,2,two,1,13.63,J,mount,Q,stayed still,male couldn't get under,female,4.66
900,4,2,two,1,13.67,H,mount,T,running around,male couldn't get under,female,4.89
901,4,2,two,1,13.7,E,mount,U,,,female,5.13
902,4,2,two,1,14.1,H,mount,O,na,,female,3
903,4,2,two,1,14.13,I,mount,Q,shaking and walking around,,female,5.16
904,4,2,two,1,14.2,J,mount,M,,,female,1
905,4,2,two,1,14.22,H,mount,X,ran away,,female,4.92
906,4,2,two,1,14.23,H,mount,R,,,female,5.46
907,4,2,two,1,14.3,F,mating,S,walking around,,female,N/A
908,4,2,two,1,14.38,H,mating,Q,,,female,5.41
909,4,2,two,1,14.52,J,mount,P,stayed still,,female,5.9
910,4,2,two,1,14.62,G,mount,unknown,ran away,,female,N/A
911,4,2,two,1,14.77,F,mount,Q,stayed still against arena wall,,female,0.39
912,4,2,two,1,14.8,G,mount,P,stayed still,male couldn't get under,female,6.18
913,4,2,two,1,15.05,H,mount,S,na,,female,0.75
914,4,2,two,1,15.07,G,mount,W,mount,,female,5.84
915,4,2,two,1,15.08,G,mount,P,walked away after,,female,6.46
916,4,2,two,1,15.1,D,mount,Q,ran away,,female,0.72
917,4,2,two,1,15.17,I,mount,N,,,female,2.44
918,4,2,two,1,15.2,J,mount,N,,,female,2.47
919,4,2,two,1,15.3,I,mount,Q,stayed still,,female,0.92
920,4,2,two,1,15.35,J,mount,M,,,female,2.15
921,4,2,two,1,15.5,J,mount,P,,,female,6.88
922,4,2,two,1,15.58,A,mount,N,,,female,2.85
923,4,2,two,1,15.65,I,mount,W,,,female,6.42
924,4,2,two,1,15.7,A,mount,T,,,female,6.92
925,4,2,two,1,15.73,H,mount,O,na,,female,4.63
926,4,2,two,1,15.75,I,mount,V,ran away,,female,4.68
927,4,2,two,1,15.82,A,mount,Q,na,male couldn't get under,female,1.44
928,4,2,two,1,16.08,H,mating,P,walking around,,female,7.46
929,4,2,two,1,16.35,F,mount,P,na,,female,0.27
930,4,2,two,1,16.48,G,mount,M,walking around and into corner,,female,3.28
931,4,2,two,1,16.55,L,mount,Q,,,female,2.17
932,4,2,two,1,16.57,A,mating,P,shaking and walking around,,female,0.49
933,4,2,two,1,16.82,D,mount,Q,ran away,,female,2.44
934,4,2,two,1,17.15,J,mount,X,shook,,female,7.85
935,4,2,two,1,17.06,D,mount,Q,NA,,female,2.68
936,4,2,two,1,17.08,J,mount,R,NA,,female,8.31
937,4,2,two,1,17.44,J,mating,R,ran into corner,,female,8.67
938,4,2,two,1,17.08,F,mount,U,NA,,female,8.51
939,4,2,two,2,36.52,B,mount,T,ran out of shelter ,,female,27.74
940,4,2,two,1,17.13,J,mount,U,moved away,,female,8.56
941,4,2,two,2,35.58,D,mount,R,ran away ,,female,18.14
942,4,2,two,2,37.1,L,mating,T,ran out of shelter ,,female,28.32
943,4,2,two,2,37.12,F,mount,T,,,female,0.02
944,4,2,two,1,17.26,G,mount,U,shook,,female,8.69
945,4,2,two,1,17.24,G,mount,O,NA,male got off very fast,female,6.14
946,4,2,two,1,17.5,E,mount,X,NA,,female,8.2
947,4,2,two,1,17.98,J,mount,O,NA,male got off very fast,female,6.88
948,4,2,two,2,33.92,D,mating,X,1: ran out of the shelter with .3 clinging unto her back ,,female,24.62
949,4,2,two,2,38.58,H,mating,X,running around,,female,4.66
950,4,2,two,2,38.72,B,mount,X,ran away ,,female,0.14
951,4,2,two,2,39.05,C,mount,X,walking around,,female,0.47
952,4,2,two,1,17.48,K,mating,S,NA,male got off at 29:32,female,3.18
953,4,2,two,2,36.43,B,mating,U,tried to move around shelter,.1 clung on ,female,27.86
954,4,2,two,1,18.41,H,mount,O,NA,male got off very fast,female,7.31
955,4,2,two,2,39.8,B,mount,T,curled body? Then walked away,,female,2.7
956,4,2,two,2,38.45,H,mating,O,stayed still,,female,27.35
957,4,2,two,2,36.6,D,mating,U,"was pressed up against glass, tried to move away but couldn’t ",,female,0.17
958,4,2,two,1,17.55,F,mating,N,moved away,,female,4.82
959,4,2,two,2,38.35,H,mating,U,,,female,1.75
960,4,2,two,2,35.63,J,mount,R,5. moved away ,,female,18.19
961,4,2,two,1,17.27,J,mount,P,NA,male got off very fast,female,0.7
962,4,2,two,1,17.71,J,mount,S,NA,.9 stayed in group,female,0.23
963,4,2,two,2,36.67,I,mating,R,"tried to move around shelter, .8 clung on ",,female,19.23
964,4,2,two,2,39.07,B,mount,X,"walking around, running away",,female,0.49
965,4,2,two,2,39.55,H,mount,U,,,female,1.2
966,4,2,two,2,42.59,E,mount,R,moved around,,female,5.92
967,4,2,two,3,59.5,B,mating,T,ran away . But male stayed on her back ,,female,22.4
968,4,2,two,2,42.63,E,mount,R,moved around,,female,5.96
969,4,2,two,3,58.4,B,mount,R,ran away ,,female,21.73
970,4,2,two,2,39.82,B,mount,U,ran away ,,female,1.47
971,4,2,two,3,57.5,G,mount,U,ran away ,,female,19.15
972,4,2,two,3,60.28,E,mount,T,tried to run but male hung on ,,female,0.78
973,4,2,two,1,18.47,J,mount,N,NA,,female,0.92
974,4,2,two,2,39.08,B,mount,X,ran away ,,female,0.5
975,4,2,two,3,59.22,E,mating,U,tried to move with .4 on her back ,Stayed on top of her as she ran for over a minute ,female,20.87
976,4,2,two,3,60.7,L,mating,T,tried to run away but :1 held on ,,female,1.2
977,4,2,two,3,58.63,B,mount,R,na,now in contact ,female,21.96
978,4,2,two,1,17.27,J,mount,P,shook,,female,0.7
979,4,2,two,3,61.25,L,mount,unknown,,missed who the partner was; ran into 1 with :1 on top,female,N/A
980,4,2,two,3,59.62,D,mount,U,moved away ,,female,0.4
981,4,2,two,3,59.47,E,mount,R,noved away,,female,22.8
982,4,2,two,3,58.68,B,mount,X,na ,,female,20.1
983,4,2,two,3,60.02,E,mating,U,"tried to move, male clung on ",,female,0.8
984,4,2,two,3,60.4,L,mount,X,moved away ,,female,21.82
985,4,2,two,2,25.67,E,mating,N,shook,,female,8.12
986,4,2,two,1,17.68,J,mount,W,ran into corner,0: was trying to enter before they were mounted,female,8.45
987,4,2,two,3,60.47,B,mount,U,tried to move,,female,0.45
988,4,2,two,1,17.77,J,mount,S,NA,,female,0.29
989,4,2,two,3,61.77,C,mount,X,na,male can't get under,female,23.19
990,4,2,two,1,17.82,H,mount,P,NA,,female,1.25
991,4,2,two,1,17.29,G,mount,V,NA,male got off very fast,female,6.22
992,4,2,two,2,39.1,E,mount,S,,,female,21.62
993,4,2,two,1,18.18,J,mount,P,NA,,female,1.61
994,4,2,two,3,59.52,E,mount,R,ran away ,,female,22.85
995,4,2,two,1,18.38,F,mating,P,shook slightly,,female,1.81
996,4,2,two,1,18.05,F,mount,Q,NA,mounted at the same time .9 mounted but got off first,female,3.67
997,4,2,two,3,55,I,mount,P,NA,"difficult to see if it's a mating or mount, male stayed stacked for a long time",female,36.62
998,4,2,two,2,41.01,F,mount,S,nothing initially then ran away,,female,23.53
999,4,2,two,3,58.43,G,mount,P,na,,female,40.05
1000,4,2,two,1,18.05,J,mount,Q,NA,,female,3.67
1001,4,2,two,3,61.18,J,mount,P,ran away,,female,42.8
1002,4,2,two,3,62.3,C,mount,W,ran around in shelter,,female,53.07
1003,4,2,two,1,17.06,J,mount,M,NA,,female,3.86
1004,4,2,two,3,62.65,B,mating,P,walked around into corner,,female,44.27
1005,4,2,two,3,59.6,E,mating,R,tried to move but was trapped against glass ,.4 stayed on top as she tried to move for around 5 minutes ,female,22.93
1006,4,2,two,1,17.52,A,mount,V,NA,male got off very fast,female,6.45
1007,4,2,two,3,63.08,C,mount,P,,male can't get under,female,0.43
1008,4,2,two,2,41.01,F,mating,S,moved around,.5 re mounted 6. after it ran away,female,23.53
1009,4,2,two,3,63.67,D,mount,W,ran away,,female,54.44
1010,4,2,two,1,18.39,J,mount,Q,burrowed into group,,female,4.01
1011,4,2,two,1,17.72,F,mount,V,NA,male got off very fast,female,6.65
1012,4,2,two,2,26.13,E,mount,N,NA,,female,0.46
1013,4,2,two,3,63.77,H,mount,M,pressed against wall,,female,50.57
1014,4,2,two,3,64.62,J,mount,W,ran away in the shelter and then rejoined the large aggregation,,female,55.39
1015,4,2,two,1,17.88,J,mount,V,NA,male got off very fast,female,6.81
1016,4,2,two,1,17.95,J,mount,V,NA,male got off very fast,female,6.88
1017,4,2,two,1,17.97,J,mount,V,NA,male got off very fast,female,6.9
1018,4,2,two,2,41.05,F,mount,V,NA,,female,29.98
1019,4,2,two,4,82.43,F,mount,M,N/A,,female,69.23
1020,4,2,two,4,82.6,B,mount,unknown,N/A,,female,N/A
1021,4,2,two,4,83.18,J,mount,unknown,N/A,,female,N/A
1022,4,2,two,1,18.49,J,mount,Q,moved away,,female,4.11
1023,4,2,two,3,63.22,B,mount,Q,walking around,,female,48.84
1024,4,2,two,3,62.7,F,mount,V,ran away,male can't get under,female,51.63
1025,4,2,two,4,82.58,G,mount,M,N/A,,female,69.38
1026,4,2,two,4,83.47,L,mount,unknown,N/A,,female,N/A
1027,4,2,two,3,57.48,H,mating,N,moved around shelter,,female,31.81
1028,4,2,two,4,83.32,I,mount,M,N/A,,female,70.12
1029,4,2,two,4,83.73,I,mount,M,ran away,,female,70.53
1030,4,2,two,4,84.03,F,mount,M,N/A,,female,70.83
1031,4,2,two,3,60.35,E,mating,N,tried to run but male hung on ,,female,2.87
1032,4,2,two,4,77.39,F,mount,W,shook,,female,68.16
1033,4,2,two,3,62.25,C,mount,N,stayed still,,female,1.9
1034,4,2,two,4,84.08,F,mount,M,unknown,,female,70.88
1035,4,2,two,4,82.45,L,mount,W,N/A,,female,73.22
1036,4,2,two,4,84.4,H,mount,M,walked around with .7 on top,,female,71.2
1037,4,2,two,4,82.27,L,mount,N,N/A,,female,21.92
1038,4,2,two,4,83.7,G,mating,N,N/A,,female,23.35
1039,4,2,two,4,84.58,A,mating,M,N/A,,female,71.38
1040,4,2,two,3,61.03,K,mount,R,ran away and left shelter,,female,1.43
1041,4,2,two,4,84.17,K,mount,W,ran away,,female,74.94
1042,4,2,two,3,64.17,C,mount,V,ran away,,female,53.1
