,network,block,treatment,day,time_hour_abs,focal_individual,behaviour,social_partner,partner_response,notes,partner_sex,mating_recency
1428,5,3,two,3,58.63,H,mount,Q,NA,,female,48.98
1429,5,3,two,3,58.6,I,mount,R,5. ran away,,female,48.85
1430,5,3,two,1,17.24,I,mount,P,NA,,female,N/A
1431,5,3,two,2,41.1,I,mating,O,walked around,:0 bumped back of .8 at 5:43,female,0.06
1432,5,3,two,2,41.2,J,mount,O,NA,female got out from under at 12:59,female,0.1
1433,5,3,two,3,59.35,I,mount,Q,"started walking at 11:22 PM, pushed .8 into wall at 11:30 AM",got off at 11:31 AM,female,49.7
1434,5,3,two,3,59.55,I,mount,Q,4. walked around,got off at 11:39 AM,female,49.9
1435,5,3,two,3,59.63,K,mount,Q,NA,.8 still on 4.,female,49.98
1436,5,3,two,1,17.01,I,mount,T,NA,,female,8.43
1437,5,3,two,3,60.07,F,mount,Q,NA,,female,50.42
1438,5,3,two,1,17.26,E,mount,P,moved around,,female,N/A
1439,5,3,two,3,58.7,K,mount,R,NA,,female,48.95
1440,5,3,two,3,59.12,I,mount,R,ran away,,female,49.37
1441,5,3,two,3,59.68,H,mount,P,moved into group,,female,N/A
1442,5,3,two,3,60.35,F,mating,P,NA,,female,N/A
1443,5,3,two,3,59.25,I,mount,R,started walking at 11:17 AM,,female,49.5
1444,5,3,two,3,60.48,I,mount,P,NA,got off at 12:32 PM,female,0.13
1445,5,3,two,3,57.65,I,mount,X,NA,,female,48.23
1446,5,3,two,3,60.13,F,mount,Q,NA,,female,50.48
1447,5,3,two,3,60.23,F,mount,Q,NA,,female,50.58
1448,5,3,two,3,59.65,K,mount,R,Ran away,,female,49.9
1449,5,3,two,3,60.58,I,mount,P,ran away,,female,0.23
1450,5,3,two,3,59.17,J,mount,O,"went into group, walked at 11:16 AM",,female,18.07
1451,5,3,two,3,59.32,J,mating,O,walked around,,female,18.22
1452,5,3,two,3,60.33,F,mount,Q,NA,,female,50.68
1453,5,3,two,3,60.68,B,mount,Q,NA,,female,51.03
1454,5,3,two,2,40.43,I,mount,U,NA,,female,1.15
1455,5,3,two,1,17.61,I,mount,S,NA,,female,9.03
1456,5,3,two,3,59.42,K,mating,O,NA,,female,0.1
1457,5,3,two,3,59.72,H,mount,O,2. exited shelter,,female,0.3
1458,5,3,two,3,59.73,F,mount,O,ran away,2. had approached .5,female,0.31
1459,5,3,two,3,60.4,F,mount,R,NA,,female,50.65
1460,5,3,two,3,61.2,I,mount,O,NA,,female,1.78
1461,5,3,two,3,61.23,J,mount,O,NA,,female,1.81
1462,5,3,two,3,62.3,I,mount,O,ran away,mounted her while she was feeding ,female,2.88
1463,5,3,two,3,60.45,F,mount,R,ran away,,female,50.7
1464,5,3,two,1,17.65,I,mount,S,NA ,,female,9.07
1465,5,3,two,3,60.6,J,mount,R,ran into enterance then into group,,female,50.85
1466,5,3,two,3,60.78,F,mount,R,NA,5. on wall,female,51.03
1467,5,3,two,3,60.6,I,mount,P,walked around,got off at 12:40 PM,female,0.25
1468,5,3,two,2,40.45,I,mount,U,NA,got off at 4:30 PM and 8. ran away,female,1.17
1469,5,3,two,3,57.28,J,mount,V,NA,,female,7.03
1470,5,3,two,3,62.37,A,mating,R,ran into shelter with .0 on her,,female,52.62
1471,5,3,two,1,13.23,I,mount,W,running around then pinned against arena corner,male was fed and couldn't get under,female,4.46
1472,5,3,two,1,18.09,I,mount,N,NA,,female,2.81
1473,5,3,two,2,40.57,I,mount,U,NA,got off at 4:36 PM,female,1.29
1474,5,3,two,3,57.4,J,mount,V,NA,,female,7.15
1475,5,3,two,3,63.18,I,mount,V,staying still; then walking around,trying to mate from left side,female,12.93
1476,5,3,two,3,63.5,F,mount,V,running around arena,male couldn't get under,female,13.25
1477,5,3,two,3,62.65,K,mount,R,ran away,,female,0.28
1478,5,3,two,3,62.7,K,mount,R,ran away,,female,0.33
1479,5,3,two,3,62.32,I,mount,O,trying to resume feeding,keeps trying to mount her as she's feeding,female,2.9
1480,5,3,two,3,62.35,I,mount,O,,,female,2.93
1481,5,3,two,3,62.4,I,mount,O,running around arena,,female,2.98
1482,5,3,two,1,17.69,I,mount,S,NA,6. ran away and exit 2,female,9.11
1483,5,3,two,3,62.78,F,mount,R,ran away,,female,0.41
1484,5,3,two,3,63.28,B,mount,R,ran away,,female,0.91
1485,5,3,two,1,14.45,I,mount,W,na,trying to mate from the left side and can't get under,female,5.68
1486,5,3,two,1,15.38,A,mount,W,NA,,female,6.61
1487,5,3,two,1,18.44,C,mating,W,,,female,9.67
1488,5,3,two,2,30.8,J,mount,W,moved away slightly,slightly difficult to see if it's 0: or :0 but seems like 0:,female,12.36
1489,5,3,two,3,63.63,B,mount,R,ran away after,male got off quickly,female,1.26
1490,5,3,two,3,52.44,B,mating,W,NA,,female,34
1491,5,3,two,3,63.63,I,mount,R,stayed still,tried from left side,female,1.26
1492,5,3,two,3,63.37,B,mount,W,stayed still,male got off on his own,female,10.93
1493,5,3,two,2,33.75,H,mount,S,,,female,25.17
1494,5,3,two,1,18.78,I,mount,N,NA,,female,3.5
1495,5,3,two,2,33.78,H,mating,S,,,female,25.2
1496,5,3,two,1,17.22,I,mount,M,NA,,female,8.67
1497,5,3,two,3,64.35,I,mount,W,"staying stil, then walking around",trying from left side,female,11.91
1498,5,3,two,3,64.43,I,mount,W,ran away,,female,11.99
1499,5,3,two,3,62.27,H,mating,S,staying still,this broke up the large aggregation ,female,28.49
1500,5,3,two,3,62.57,I,mount,O,running around arena,from left side,female,3.15
1501,5,3,two,3,62.67,F,mount,S,stayed still,,female,0.4
1502,5,3,two,3,63.8,I,mount,S,staying still,trying from left side,female,1.53
1503,5,3,two,3,64.47,I,mount,W,staying still,trying from left side,female,12.03
1504,5,3,two,4,74.08,I,mount,S,ran away,,female,11.81
1505,5,3,two,4,74.35,I,mount,S,moved away,,female,12.08
1506,5,3,two,4,81.28,I,mount,S,NA,,female,19.01
1507,5,3,two,3,60.32,C,mating,T,ran into corner,,female,51.74
1508,5,3,two,4,72.36,I,mount,M,NA,"male got off at 00:18:19, male was mating on left",female,63.81
1509,5,3,two,3,65.53,I,mount,T,NA,stayed still then moved around after,female,43.31
1510,5,3,two,4,81.53,J,mount,S,NA,,female,19.26
1511,5,3,two,1,18.82,I,mount,N,NA,,female,3.54
1512,5,3,two,2,40.68,I,mount,U,NA,,female,1.4
1513,5,3,two,3,64.57,I,mount,W,staying still,trying from left side,female,12.13
1514,5,3,two,3,65.79,I,mount,T,NA,,female,23.67
1515,5,3,two,4,72.63,I,mount,M,NA,,female,64.08
1516,5,3,two,3,67.81,I,mount,T,NA,,female,48.78
1517,5,3,two,4,75.03,I,mount,T,NA,,female,55.62
1518,5,3,two,4,75.1,I,mount,T,moved away,,female,50.8
1519,5,3,two,3,62.63,I,mount,O,ran away after,from left side,female,3.21
1520,5,3,two,4,81.7,I,mount,S,NA,,female,19.43
1521,5,3,two,3,63.57,K,mount,V,ran away,,female,13.32
1522,5,3,two,3,63.6,D,mount,V,ran away and out of shelter,,female,13.35
1523,5,3,two,4,84.55,I,mount,V,NA,"entered 1 at 12:40 PM, got off at 12:40 PM",female,34.3
1524,5,3,two,4,84.68,I,mount,V,ran into group,,female,34.43
1525,5,3,two,4,84.68,D,mount,V,shook,,female,34.43
1526,5,3,two,3,60.72,I,mount,Q,"started walking at 12:44 PM, climbed wall at 12:48 PM","got under on left at 12:46 PM, ",female,51.07
1527,5,3,two,3,63.68,D,mount,O,ran away,,female,4.26
1528,5,3,two,3,64.07,I,mount,R,ran away,,female,1.7
1529,5,3,two,4,75.24,I,mount,T,NA,,female,46.67
1530,5,3,two,3,61.13,I,mount,P,walked around,,female,0.78
1531,5,3,two,3,63.15,K,mount,P,ran away into corner of arena,,female,2.8
1532,5,3,two,4,86.1,I,mount,P,NA,,female,25.75
1533,5,3,two,3,61.52,I,mount,Q,started walking ,got off at 1:34 PM,female,51.87
1534,5,3,two,3,64.67,I,mount,W,staying still; ran away after,trying to mate from left side,female,12.23
1535,5,3,two,4,82,I,mount,S,NA,,female,19.73
1536,5,3,two,4,86.15,I,mount,P,NA,,female,25.8
1537,5,3,two,4,84.7,D,mount,V,ran into group,,female,34.45
1538,5,3,two,4,82.1,I,mount,S,NA,,female,19.83
1539,5,3,two,4,84.7,I,mount,V,ran into corner,got off at 12:47 PM,female,34.45
1540,5,3,two,4,82.2,D,mount,S,6. moved around,,female,19.93
1541,5,3,two,4,86.72,I,mount,V,NA,,female,36.47
1542,5,3,two,4,82.37,I,mount,S,shook,,female,20.1
1543,5,3,two,4,82.47,I,mating,S,6. moved around,,female,20.2
1544,5,3,two,3,64.27,I,mount,R,ran away,trying from left side,female,1.9
1545,5,3,two,4,82.73,G,mount,S,shook,,female,0.26
1546,5,3,two,4,87.08,I,mount,V,"started walking at 3:06 PM, was walking among walls at 3:09 PM and pushed .8 against wall, got off at 3:09 PM",,female,36.83
1547,5,3,two,4,87.62,I,mount,V,started walking at 3:38 PM then .8 got off,,female,37.37
1548,5,3,two,4,88.17,I,mount,V,walked around,got off at 4:13 PM,female,37.92
1549,5,3,two,3,64.8,I,mount,W,staying still,trying from left side,female,12.36
1550,5,3,two,4,84.27,G,mount,S,NA,,female,1.8
1551,5,3,two,3,64.63,I,mount,R,staying still,,female,2.26
1552,5,3,two,4,86.52,I,mount,S,walked around,,female,4.05
1553,5,3,two,4,72.64,I,mount,M,shook,,female,64.09
1554,5,3,two,4,88.22,I,mount,V,walked around,got off at 4:15 PM,female,37.97
1555,5,3,two,4,88.25,I,mount,V,walked around,got off at 4:16 PM,female,38
1556,5,3,two,4,89.4,F,mating,V,moved into group of bugs,male got off at 26:36,female,39.15
1557,5,3,two,4,81.55,I,mount,M,NA,,female,73
1558,5,3,two,4,82.62,I,mount,M,NA,,female,74.07
1559,5,3,two,4,86.77,I,mount,S,started walking at 2:47 PM,,female,4.3
1560,5,3,two,4,75.46,I,mount,T,NA,,female,65.61
1561,5,3,two,4,82.58,J,mount,T,NA,,female,69.76
1562,5,3,two,3,60.68,A,mount,X,NA,,female,51.26
1563,5,3,two,3,65.02,F,mating,W,NA,,female,12.58
1564,5,3,two,4,82.72,J,mount,T,NA,,female,43.67
1565,5,3,two,3,61.83,J,mount,Q,NA,,female,52.18
1566,5,3,two,3,50.02,I,mount,N,NA,,female,34.74
1567,5,3,two,5,105.55,K,mount,V,walked around,,female,16.15
1568,5,3,two,3,63.43,B,mount,N,stayed still,male got off quickly,female,48.15
1569,5,3,two,3,64.77,C,mount,R,ran away,,female,2.4
1570,5,3,two,4,75.44,B,mount,X,NA,,female,66.02
1571,5,3,two,4,74.4,I,mount,N,NA,,female,59.12
1572,5,3,two,4,83.2,I,mount,T,,trying to mate from left side,female,58.43
1573,5,3,two,3,65.03,K,mount,R,NA,,female,2.66
1574,5,3,two,2,41.28,J,mating,U,moved into group of bugs,male got off at 19:27,female,2
1575,5,3,two,3,65.09,F,mount,W,NA,,female,0.07
1576,5,3,two,2,41.39,J,mating,U,ran away,male got off at 27:43,female,0.11
1577,5,3,two,4,81.28,I,mount,N,NA,,female,66
1578,5,3,two,4,83.23,J,mount,M,ran away,,female,74.68
1579,5,3,two,4,75.51,K,mating,X,NA,,female,66.09
1580,5,3,two,5,106.17,H,mount,X,ran away,,female,30.66
1581,5,3,two,2,41.81,K,mount,U,NA,male got off quickly,female,0.42
1582,5,3,two,3,63.68,J,mount,O,ran away and buried herself into aggregation,,female,4.26
1583,5,3,two,4,87.52,I,mount,S,NA,,female,5.05
1584,5,3,two,4,87.65,I,mount,S,walked around,got off at 3:43 PM,female,5.18
1585,5,3,two,4,85.82,G,mount,R,NA,,female,23.45
1586,5,3,two,4,86.18,I,mount,P,shook,,female,25.83
1587,5,3,two,5,105.6,K,mount,V,NA,,female,16.2
1588,5,3,two,5,106.62,I,mount,X,walked around,,female,31.11
1589,5,3,two,4,81.62,K,mount,W,shook,,female,16.6
1590,5,3,two,5,105.63,F,mount,V,walked around,,female,16.23
1591,5,3,two,4,87.78,I,mount,S,walked around,,female,5.31
1592,5,3,two,3,63.73,J,mount,O,ran away,,female,4.31
1593,5,3,two,5,106.52,I,mount,V,walked around,9. still walkig around,female,17.12
1594,5,3,two,4,88.05,I,mount,R,walked around,,female,25.68
1595,5,3,two,4,88.13,I,mount,S,NA,,female,5.66
1596,5,3,two,5,108.05,E,mount,V,NA,,female,18.65
1597,5,3,two,4,86.67,I,mount,P,NA,got off at 2:42 PM,female,26.32
1598,5,3,two,4,81.62,A,mount,W,NA,,female,16.6
1599,5,3,two,5,108.13,I,mount,V,NA,,female,18.73
1600,5,3,two,5,107.73,L,mount,P,NA,,female,47.38
1601,5,3,two,5,107.55,L,mount,X,NA,,female,32.04
1602,5,3,two,4,82.17,L,mount,W,NA,,female,17.15
1603,5,3,two,4,83.17,E,mating,W,ran outside of shelter with .4 on her,,female,18.15
1604,5,3,two,4,89.87,F,mount,R,NA,male got off quickly,female,27.5
1605,5,3,two,5,105.32,A,mount,R,NA,,female,42.95
1606,5,3,two,5,107.58,C,mount,X,ran around shelter,,female,32.07
1607,5,3,two,4,82.8,I,mount,N,NA,,female,67.52
1608,5,3,two,5,108.1,I,mount,X,NA,,female,32.59
1609,5,3,two,5,108.47,I,mount,X,NA,,female,32.96
1610,5,3,two,4,88.83,K,mount,S,moved away to wall,,female,6.36
1611,5,3,two,5,108.62,A,mount,X,NA,,female,33.11
1612,5,3,two,5,108.35,I,mount,P,NA,,female,48
1613,5,3,two,5,106.6,H,mount,R,NA,,female,44.23
1614,5,3,two,5,108.47,L,mount,P,NA,,female,48.12
1615,5,3,two,5,108.23,I,mount,V,NA,,female,18.83
1616,5,3,two,4,86.4,I,mount,W,turned in spot then started walking,".8 got under on left at 2:30 PM, got off at 2:31 PM",female,3.23
1617,5,3,two,4,89.07,I,mount,S,moved into group of bugs,,female,6.6
1618,5,3,two,4,89.42,I,mount,S,moved into group of bugs,,female,6.95
1619,5,3,two,5,108.28,I,mount,V,started walking at 12:18 PM,got off at 12:20 PM,female,18.88
1620,5,3,two,5,108.43,I,mount,V,NA,,female,19.03
1621,5,3,two,4,88.82,I,mount,W,NA,,female,5.65
1622,5,3,two,5,108.75,L,mount,V,ran away,,female,19.35
1623,5,3,two,5,108.83,L,mount,V,NA,,female,19.43
1624,5,3,two,5,108.65,L,mount,X,NA,,female,33.14
1625,5,3,two,5,106.38,H,mount,W,NA,,female,23.21
1626,5,3,two,3,65.21,I,mount,O,NA,,female,5.79
1627,5,3,two,3,65.27,I,mount,O,NA,,female,5.85
1628,5,3,two,5,104.57,I,mount,M,shook,,female,96.02
1629,5,3,two,4,83.3,J,mount,T,ran away,,female,48.26
1630,5,3,two,4,83.35,I,mount,T,,trying to mate from left side,female,87.56
1631,5,3,two,4,80.11,I,mount,O,NA,,female,20.69
1632,5,3,two,5,109.1,L,mount,V,ran away,,female,19.7
1633,5,3,two,5,102.72,I,mount,N,shook,,female,87.44
1634,5,3,two,5,109.18,L,mount,V,na,,female,19.78
1635,5,3,two,5,106.48,D,mount,N,NA,,female,91.2
1636,5,3,two,5,107.27,I,mount,W,"ran away, started walking at 11:20 AM",got off at 11:24 AM,female,24.1
1637,5,3,two,5,108.13,L,mount,W,NA,,female,24.96
1638,5,3,two,4,89.73,I,mount,S,walks into group of bugs,got off at 12:59,female,7.26
1639,5,3,two,5,106.82,H,mount,R,shook,,female,44.45
1640,5,3,two,5,107.7,A,mount,R,walked around shelter,,female,45.33
1641,5,3,two,5,105.5,I,mating,M,walked around,"got under on the left side, got off at 9:35 AM and didn't try to re mount",female,96.95
1642,5,3,two,5,105.68,I,mount,M,NA,,female,0.18
1643,5,3,two,4,83.45,I,mount,T,stayed still,trying to mate from left side,female,88.49
1644,5,3,two,4,86.08,E,mount,T,NA,,female,88.67
1645,5,3,two,5,105.73,I,mount,M,shook,,female,0.23
1646,5,3,two,5,99.4,I,mount,T,NA,,female,69.07
1647,5,3,two,5,108.4,G,mount,W,ran away,,female,25.23
1648,5,3,two,5,109.22,G,mount,V,ran away,,female,19.82
1649,5,3,two,4,81.75,G,mount,O,NA,,female,22.33
1650,5,3,two,5,109.82,I,mating,V,trying very hard to shake .8 off ,from left side but looked like a mating??,female,20.42
1651,5,3,two,5,108.72,I,mount,P,NA,,female,48.37
1652,5,3,two,4,84.07,I,mount,O,NA,,female,24.65
1653,5,3,two,5,105.45,J,mount,S,walked around,,female,22.98
1654,5,3,two,5,105.73,D,mount,S,NA,,female,23.26
1655,5,3,two,5,99.67,B,mount,T,NA,,female,88.44
1656,5,3,two,5,108.65,I,mount,X,NA,,female,33.14
1657,5,3,two,5,107.52,H,mount,M,NA,,female,2.02
1658,5,3,two,5,106.58,D,mount,N,NA,,female,91.3
1659,5,3,two,4,85.38,B,mount,O,ran out of shelter,,female,25.96
1660,5,3,two,5,108.48,D,mount,W,NA,,female,25.31
1661,5,3,two,5,108.5,G,mount,W,NA,,female,25.33
1662,5,3,two,5,110.15,G,mount,V,stayed still then ran away after,.6 left on his own,female,0.33
1663,5,3,two,5,108.78,I,mount,W,NA,,female,25.61
1664,5,3,two,5,111.2,A,mating,V,staying still,,female,1.38
1665,5,3,two,5,109.12,L,mount,W,,,female,25.95
1666,5,3,two,5,109.72,A,mating,M,staying still; then started walking around after a while,lasting a long time (>3 minutes),female,4.22
1667,5,3,two,5,99.96,I,mount,T,NA,,female,92.11
1668,5,3,two,5,109.47,E,mount,W,pressed against arena wall,was already pressed prior to the mount,female,26.3
1669,5,3,two,5,110.45,K,mating,M,staying still,,female,0.73
1670,5,3,two,5,110.48,G,mount,M,staying still,male left on his own quickly,female,0.76
1671,5,3,two,5,106.65,D,mount,N,NA,,female,91.37
1672,5,3,two,5,110.27,J,mount,W,ran away,,female,27.1
1673,5,3,two,5,111.07,G,mating,M,stayed still,,female,1.35
1674,5,3,two,5,110.3,G,mount,W,ran away,,female,27.13
1675,5,3,two,5,111.67,J,mount,M,stayed still during mount then ran away,,female,0.6
1676,5,3,two,5,108.25,G,mount,R,ran away,,female,45.88
1677,5,3,two,5,112.47,I,mount,M,staying still,trying to mate from left side,female,1.4
1678,5,3,two,5,111.15,I,mount,W,ran away,,female,27.98
1679,5,3,two,2,42.76,I,mount,U,moved away,"male got off at 06:01, possibly a mating but doesn't look like it",female,1.37
1680,5,3,two,5,108.73,E,mount,P,NA,,female,48.38
1681,5,3,two,5,118.5,I,mount,M,NA,,female,7.43
1682,5,3,two,5,111.3,J,mount,V,running around until male fell off,,female,0.1
1683,5,3,two,5,107.65,E,mount,S,NA,,female,25.18
1684,5,3,two,6,129.27,K,mount,M,NA,still on 0.,female,18.2
1685,5,3,two,6,129.32,I,mount,M,NA,,female,18.25
1686,5,3,two,6,129.47,L,mount,M,NA,,female,18.4
1687,5,3,two,5,107.62,E,mount,O,NA,,female,48.2
1688,5,3,two,2,43.38,I,mount,U,NA,male got off at 09:36,female,1.99
1689,5,3,two,6,129.58,I,mount,M,NA,,female,18.51
1690,5,3,two,6,129.75,G,mount,M,shook,0. exit 1 (ran away),female,18.68
1691,5,3,two,6,130.37,L,mount,M,NA,0. on .3,female,19.3
1692,5,3,two,6,130.57,I,mount,M,walking around,,female,19.5
1693,5,3,two,5,111.3,I,mount,P,stayed still then ran after male left,trying to mate from left side,female,50.95
1694,5,3,two,6,130.62,I,mount,M,ran away,,female,19.55
1695,5,3,two,2,43.48,I,mount,U,moved away,"male got off at 17:17, might be a mating",female,2.09
1696,5,3,two,5,108.53,A,mount,R,ran around in circles,,female,46.16
1697,5,3,two,6,130.68,K,mount,M,NA,,female,19.61
1698,5,3,two,5,108.58,I,mount,R,NA,,female,46.21
1699,5,3,two,6,130.73,I,mount,M,ran away,,female,19.66
1700,5,3,two,5,108.72,I,mount,R,NA,,female,46.35
1701,5,3,two,6,131.42,D,mating,M,NA,"0. approached enterance of 1, .3 came out to mate",female,20.35
1702,5,3,two,6,131.58,I,mount,M,NA,".8 very curled but 0. pressed flat to ground, got off at 11:40 AM",female,0.16
1703,5,3,two,6,131.67,I,mount,M,0. climbed wall,got off at 11:42 AM,female,0.25
1704,5,3,two,5,108.22,I,mount,O,NA,,female,48.8
1705,5,3,two,5,109.5,L,mount,O,pressed against shelter wall,was already pressed prior to the mount,female,50.08
1706,5,3,two,5,110.38,A,mating,R,"ran into shelter 1, then back out",,female,1.66
1707,5,3,two,4,85.37,D,mount,Q,NA,,female,75.72
1708,5,3,two,4,86.28,I,mount,Q,ran into group of bugs,,female,76.63
1709,5,3,two,5,110.42,I,mount,R,running around,.8 is grabbing onto her from the left side (not mating) while .0 is still mating with her,female,1.7
1710,5,3,two,6,129.67,C,mount,R,shook and moved around,,female,20.95
1711,5,3,two,6,131.7,I,mount,M,started walking at 11:44 AM,got under at 11:43 AM but 0. moved off wall and pressed flat to ground,female,0.28
1712,5,3,two,6,132.07,D,mount,R,ran into corner,,female,23.35
1713,5,3,two,6,132.25,D,mount,R,ran away,,female,23.53
1714,5,3,two,6,132.35,I,mount,R,walking around,,female,23.63
1715,5,3,two,6,132.82,I,mount,R,NA,,female,24.1
1716,5,3,two,6,132.13,I,mount,M,"climbed wall, started walking at 12:12 PM and .8 fell off",,female,0.71
1717,5,3,two,6,133.23,I,mount,R,NA,,female,24.51
1718,5,3,two,6,132.28,D,mount,M,climbed wall,,female,0.86
1719,5,3,two,5,106,I,mount,T,ran into shelter,,female,116.22
1720,5,3,two,5,109.5,K,mount,O,ran away,,female,50.08
1721,5,3,two,5,109.82,E,mount,O,stayed still then ran away after,,female,50.4
1722,5,3,two,5,108.68,E,mount,X,NA,,female,33.17
1723,5,3,two,6,130.35,L,mount,P,NA,,female,70
1724,5,3,two,6,131.68,H,mount,P,NA,,female,71.33
1725,5,3,two,6,133.27,I,mount,R,climbed wall,,female,24.55
1726,5,3,two,6,132.57,I,mount,M,climbed wall,,female,1.15
1727,5,3,two,6,133.32,I,mount,R,NA,stayed on until 1:26 PM,female,24.6
1728,5,3,two,6,133.45,I,mount,R,NA,,female,24.73
1729,5,3,two,6,133.58,K,mount,R,NA,,female,24.86
1730,5,3,two,6,132.6,I,mount,M,NA,,female,1.18
1731,5,3,two,6,132.63,I,mount,M,NA,,female,1.21
1732,5,3,two,6,133.28,I,mount,M,ran away,,female,1.86
1733,5,3,two,6,133.58,D,mount,R,NA,,female,24.86
1734,5,3,two,6,133.65,D,mount,R,NA,,female,24.93
1735,5,3,two,6,134.73,D,mount,R,NA,,female,26.01
1736,5,3,two,6,135.45,I,mount,R,5. tried to run away but stopped when .8 got on,,female,26.73
1737,5,3,two,5,106.02,J,mount,T,ran into corner,,female,117.72
1738,5,3,two,5,111.27,L,mount,O,ran away at first then stayed still,male left on his own quickly,female,51.85
1739,5,3,two,2,43.92,I,mating,U,turned in place,male got off at 10:36,female,2.53
1740,5,3,two,3,62.27,L,mount,U,,,female,18.35
1741,5,3,two,6,133.6,I,mount,M,"walked forward and pushed butt tp ground, shook",,female,2.18
1742,5,3,two,6,134.37,I,mount,P,NA,,female,74.02
1743,5,3,two,5,107.68,L,mount,S,fell off shelter wall,,female,25.21
1744,5,3,two,6,134.65,I,mount,P,shook,,female,74.3
1745,5,3,two,4,89.05,I,mount,Q,NA,,female,79.4
1746,5,3,two,5,111.43,G,mount,O,stayed still during mount then ran away,,female,52.01
1747,5,3,two,5,108.2,I,mount,S,NA,,female,25.73
1748,5,3,two,5,108.28,L,mount,S,NA,,female,25.81
1749,5,3,two,5,108.68,I,mount,S,started walking at 12:42 PM,,female,26.21
1750,5,3,two,5,108.8,E,mount,S,walked around,,female,26.33
1751,5,3,two,5,107.42,B,mount,N,shook and walked around,,female,92.14
1752,5,3,two,5,111.82,I,mount,W,walking around,trying to mate from left side,female,28.65
1753,5,3,two,3,63.17,B,mount,U,stayed still,.1 got off on his own,female,19.25
1754,5,3,two,5,108.65,L,mount,N,ran away,,female,93.37
1755,5,3,two,5,110.12,I,mount,N,walking around,trying to mate from left side,female,94.84
1756,5,3,two,5,106.45,E,mount,Q,NA,,female,96.8
1757,5,3,two,5,113.03,I,mount,Q,NA,,female,103.38
1758,5,3,two,3,63.45,F,mount,U,stayed still,male got ff quickly,female,19.53
1759,5,3,two,5,112.08,I,mount,W,staying still; now walking around; ,trying to mate from left side,female,28.91
1760,5,3,two,5,112.23,G,mount,W,stayed still during mount then walked away,,female,29.06
1761,5,3,two,5,112.27,I,mount,W,staying still,trying to mate from left side,female,29.1
1762,5,3,two,5,112.15,I,mount,V,shook him off then ran away,,female,0.95
1763,5,3,two,5,112.72,I,mount,W,staying still,trying to mate from left side,female,29.55
1764,5,3,two,3,65.43,I,mount,U,NA,,female,21.51
1765,5,3,two,4,83.1,A,mating,U,,,female,39.18
1766,5,3,two,5,107.23,B,mount,U,ran away,,female,24.13
1767,5,3,two,5,107.28,C,mount,U,ran into corner,,female,24.18
1768,5,3,two,6,135.47,I,mount,R,"5. tried to run away but stopped when .8 got on, started walking at 3:29 PM",,female,26.75
1769,5,3,two,6,135.57,D,mount,R,NA,,female,26.85
1770,5,3,two,5,107.6,L,mount,U,NA,,female,24.5
1771,5,3,two,6,136.55,I,mount,R,NA,,female,27.83
1772,5,3,two,5,111.82,B,mount,O,ran out of shelter,,female,52.4
1773,5,3,two,5,113.57,B,mount,U,moved around,,female,30.47
1774,5,3,two,5,114.36,I,mount,U,NA ,,female,31.26
1775,5,3,two,5,109.43,K,mount,X,stayed still then ran away after,,female,33.92
1776,5,3,two,5,113.13,I,mount,O,moved around,,female,53.71
1777,5,3,two,5,114.37,I,mount,O,NA,,female,54.95
1778,5,3,two,6,136.57,I,mount,R,NA,,female,27.85
1779,5,3,two,6,129.43,J,mount,W,NA,,female,46.26
1780,5,3,two,6,136.73,I,mount,R,NA,,female,28.01
1781,5,3,two,6,129.48,F,mount,W,shook,,female,46.31
1782,5,3,two,5,115.3,I,mount,O,NA,,female,55.88
1783,5,3,two,6,130.7,D,mount,O,NA,,female,71.28
1784,5,3,two,6,130.2,A,mount,U,NA,,female,47.1
1785,5,3,two,5,106.43,J,mount,T,NA,,female,113.69
1786,5,3,two,5,106.65,D,mount,T,shook,,female,113.19
1787,5,3,two,5,109.73,E,mount,T,ran away,,female,89.42
1788,5,3,two,5,110.25,K,mount,N,stayed still then ran away after,,female,94.97
1789,5,3,two,5,112.25,I,mount,V,wedged herself against arena wall,trying to mate from left side,female,1.05
1790,5,3,two,6,129.77,J,mount,W,NA,,female,46.6
1791,5,3,two,6,133.75,K,mount,M,NA,,female,2.33
1792,5,3,two,6,135.2,C,mount,M,"ran away, .2 got off and stacked on .4",,female,3.78
1793,5,3,two,6,135.65,J,mount,M,ran away,,female,4.23
1794,5,3,two,5,108.82,L,mount,S,NA,,female,26.35
1795,5,3,two,6,136.78,I,mount,R,NA,5. had approached .8 and .8 turned around and mounted 5.,female,28.06
1796,5,3,two,6,133.1,E,mount,Q,NA,,female,123.45
1797,5,3,two,5,110.35,I,mount,S,running around,trying to mate from left side,female,27.88
1798,5,3,two,5,111.48,D,mount,S,running around until male fell off,,female,29.01
1799,5,3,two,6,130.42,G,mount,V,NA,,female,19.22
1800,5,3,two,6,132.67,L,mount,O,NA,,female,73.25
1801,5,3,two,5,111.65,I,mount,X,ran away,trying to mate from left side,female,36.14
1802,5,3,two,6,134.35,I,mount,X,NA,,female,58.84
1803,5,3,two,5,109.8,H,mount,T,pressed against shelter wall,,female,94.64
1804,5,3,two,5,110.67,A,mating,T,stayed still then walked around a bit,,female,117.34
1805,5,3,two,5,110.72,G,mount,T,running around,mounted her while she was still mating with .0,female,0.05
1806,5,3,two,5,111.08,I,mount,T,running around,trying to mate from left side,female,0.41
1807,5,3,two,5,111.5,I,mount,S,,trying to mate from left side,female,29.03
